,OTU_ID,Degree_RAW,Date,Sample_type,Genotype,Degree_norm(n),Degree_norm,Degree_norm_log,combine,Total_node
3640,Otu509,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3641,Otu589,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3642,Otu817,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3643,Otu368,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3644,Otu561,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3645,Otu298,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3646,Otu466,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3647,Otu327,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3648,Otu15569,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3649,Otu1350,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3650,Otu675,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3651,Otu876,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3652,Otu570,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3653,Otu380,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3654,Otu280,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3655,Otu1660,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3656,Otu3551,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3657,Otu3926,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3658,Otu473,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3659,Otu310,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3660,Otu1301,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3661,Otu439,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3662,Otu605,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3663,Otu775,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3664,Otu506,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3665,Otu385,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3666,Otu289,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3667,Otu793,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3668,Otu667,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3669,Otu1825,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3670,Otu364,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3671,Otu582,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3672,Otu401,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3673,Otu680,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3674,Otu1017,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3675,Otu14441,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3676,Otu422,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3677,Otu523,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3678,Otu650,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3679,Otu7326,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3680,Otu821,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3681,Otu2894,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3682,Otu336,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3683,Otu690,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3684,Otu330,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3685,Otu547,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3686,Otu688,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3687,Otu3449,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3688,Otu647,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3689,Otu748,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3690,Otu503,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3691,Otu568,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3692,Otu16680,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3693,Otu477,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3694,Otu386,16,13,Soil near roots,RNAi,0.022503516,0.022535211,-1.647749618,13Soil near rootsRNAi,711
3695,Otu527,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3696,Otu431,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3697,Otu1887,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3698,Otu455,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3699,Otu673,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3700,Otu5809,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3701,Otu898,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3702,Otu333,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3703,Otu442,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3704,Otu383,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3705,Otu1832,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3706,Otu402,14,13,Soil near roots,RNAi,0.019690577,0.01971831,-1.705741565,13Soil near rootsRNAi,711
3707,Otu747,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3708,Otu457,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3709,Otu541,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3710,Otu445,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3711,Otu344,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3712,Otu461,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3713,Otu586,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3714,Otu587,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3715,Otu646,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3716,Otu611,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3717,Otu6755,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3718,Otu836,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3719,Otu1879,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3720,Otu926,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3721,Otu811,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3722,Otu15731,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3723,Otu710,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3724,Otu8416,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3725,Otu494,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3726,Otu408,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3727,Otu356,14,13,Soil near roots,RNAi,0.019690577,0.01971831,-1.705741565,13Soil near rootsRNAi,711
3728,Otu845,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3729,Otu468,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3730,Otu801,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3731,Otu366,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3732,Otu944,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3733,Otu1233,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3734,Otu1078,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3735,Otu370,14,13,Soil near roots,RNAi,0.019690577,0.01971831,-1.705741565,13Soil near rootsRNAi,711
3736,Otu487,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3737,Otu12436,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3738,Otu852,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3739,Otu2913,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3740,Otu702,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3741,Otu1850,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3742,Otu959,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3743,Otu626,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3744,Otu756,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3745,Otu940,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3746,Otu743,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3747,Otu705,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3748,Otu1054,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3749,Otu1523,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3750,Otu460,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3751,Otu583,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3752,Otu854,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3753,Otu818,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3754,Otu426,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3755,Otu731,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3756,Otu677,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3757,Otu536,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3758,Otu5192,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3759,Otu1021,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3760,Otu888,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3761,Otu424,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3762,Otu556,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3763,Otu446,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3764,Otu648,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3765,Otu436,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3766,Otu6679,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3767,Otu659,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3768,Otu769,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3769,Otu925,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3770,Otu1400,14,13,Soil near roots,RNAi,0.019690577,0.01971831,-1.705741565,13Soil near rootsRNAi,711
3771,Otu526,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3772,Otu4128,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3773,Otu764,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3774,Otu914,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3775,Otu695,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3776,Otu528,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3777,Otu484,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3778,Otu709,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3779,Otu863,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3780,Otu788,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3781,Otu3338,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3782,Otu719,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3783,Otu662,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3784,Otu983,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3785,Otu510,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3786,Otu467,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3787,Otu980,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3788,Otu1302,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3789,Otu1145,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3790,Otu559,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3791,Otu733,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3792,Otu794,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3793,Otu590,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3794,Otu607,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3795,Otu901,14,13,Soil near roots,RNAi,0.019690577,0.01971831,-1.705741565,13Soil near rootsRNAi,711
3796,Otu1316,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3797,Otu890,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3798,Otu691,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3799,Otu1395,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3800,Otu762,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3801,Otu1104,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3802,Otu723,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3803,Otu5029,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3804,Otu655,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3805,Otu504,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3806,Otu10917,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3807,Otu697,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3808,Otu841,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3809,Otu519,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3810,Otu728,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3811,Otu969,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3812,Otu1002,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3813,Otu491,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3814,Otu1033,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3815,Otu629,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3816,Otu966,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3817,Otu930,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3818,Otu1309,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3819,Otu1717,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3820,Otu853,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3821,Otu499,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3822,Otu1251,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3823,Otu492,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3824,Otu810,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3825,Otu482,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3826,Otu753,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3827,Otu1460,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3828,Otu1231,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3829,Otu1259,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3830,Otu997,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3831,Otu902,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3832,Otu891,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3833,Otu565,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3834,Otu929,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3835,Otu1094,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3836,Otu557,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3837,Otu1702,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3838,Otu2780,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3839,Otu1416,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3840,Otu772,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3841,Otu1001,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3842,Otu1393,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3843,Otu1027,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3844,Otu823,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3845,Otu3425,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3846,Otu3512,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3847,Otu14383,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3848,Otu1166,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3849,Otu563,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3850,Otu931,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3851,Otu3583,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3852,Otu716,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3853,Otu7625,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3854,Otu638,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3855,Otu14279,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3856,Otu1469,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3857,Otu564,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3858,Otu718,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3859,Otu1013,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3860,Otu825,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3861,Otu1312,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3862,Otu1494,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3863,Otu1477,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3864,Otu1235,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3865,Otu1532,10,13,Soil near roots,RNAi,0.014064698,0.014084507,-1.851869601,13Soil near rootsRNAi,711
3866,Otu755,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3867,Otu1059,6,13,Soil near roots,RNAi,0.008438819,0.008450704,-2.07371835,13Soil near rootsRNAi,711
3868,Otu608,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3869,Otu798,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3870,Otu2091,12,13,Soil near roots,RNAi,0.016877637,0.016901408,-1.772688355,13Soil near rootsRNAi,711
3871,Otu976,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3872,Otu6410,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3873,Otu1162,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3874,Otu795,2,13,Soil near roots,RNAi,0.00281294,0.002816901,-2.550839605,13Soil near rootsRNAi,711
3875,Otu2002,8,13,Soil near roots,RNAi,0.011251758,0.011267606,-1.948779614,13Soil near rootsRNAi,711
3876,Otu897,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3877,Otu593,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
3878,Otu1894,4,13,Soil near roots,RNAi,0.005625879,0.005633803,-2.249809609,13Soil near rootsRNAi,711
