,OTU_ID,Degree_RAW,Date,Sample_type,Genotype,Degree_norm(n),Degree_norm,Degree_norm_log,combine,Total_node
1,Otu3,28,4,Soil near roots,WT,0.046979866,0.047058824,-1.328088228,4Soil near rootsWT,596
2,Otu12,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
3,Otu15,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
4,Otu9,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
5,Otu14,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
6,Otu40,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
7,Otu24,56,4,Soil near roots,WT,0.093959732,0.094117647,-1.027058233,4Soil near rootsWT,596
8,Otu68,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
9,Otu26,22,4,Soil near roots,WT,0.036912752,0.03697479,-1.432823579,4Soil near rootsWT,596
10,Otu16,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
11,Otu10,22,4,Soil near roots,WT,0.036912752,0.03697479,-1.432823579,4Soil near rootsWT,596
12,Otu19,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
13,Otu44,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
14,Otu71,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
15,Otu65,24,4,Soil near roots,WT,0.040268456,0.040336134,-1.395035018,4Soil near rootsWT,596
16,Otu29,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
17,Otu1055,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
18,Otu159,34,4,Soil near roots,WT,0.05704698,0.057142857,-1.243767343,4Soil near rootsWT,596
19,Otu20,26,4,Soil near roots,WT,0.043624161,0.043697479,-1.360272912,4Soil near rootsWT,596
20,Otu54,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
21,Otu77,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
22,Otu69,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
23,Otu48,24,4,Soil near roots,WT,0.040268456,0.040336134,-1.395035018,4Soil near rootsWT,596
24,Otu116,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
25,Otu87,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
26,Otu49,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
27,Otu37,32,4,Soil near roots,WT,0.053691275,0.053781513,-1.270096281,4Soil near rootsWT,596
28,Otu32,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
29,Otu238,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
30,Otu105,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
31,Otu430,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
32,Otu33,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
33,Otu425,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
34,Otu99,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
35,Otu200,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
36,Otu35,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
37,Otu64,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
38,Otu60,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
39,Otu61,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
40,Otu42,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
41,Otu250,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
42,Otu184,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
43,Otu58,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
44,Otu9870,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
45,Otu115,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
46,Otu80,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
47,Otu70,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
48,Otu141,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
49,Otu196,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
50,Otu265,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
51,Otu161,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
52,Otu62,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
53,Otu148,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
54,Otu47,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
55,Otu57,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
56,Otu2357,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
57,Otu118,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
58,Otu149,34,4,Soil near roots,WT,0.05704698,0.057142857,-1.243767343,4Soil near rootsWT,596
59,Otu94,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
60,Otu100,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
61,Otu963,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
62,Otu832,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
63,Otu197,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
64,Otu88,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
65,Otu166,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
66,Otu72,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
67,Otu122,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
68,Otu145,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
69,Otu96,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
70,Otu111,24,4,Soil near roots,WT,0.040268456,0.040336134,-1.395035018,4Soil near rootsWT,596
71,Otu1821,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
72,Otu193,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
73,Otu56,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
74,Otu107,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
75,Otu183,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
76,Otu176,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
77,Otu144,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
78,Otu296,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
79,Otu190,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
80,Otu1410,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
81,Otu1257,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
82,Otu132,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
83,Otu242,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
84,Otu162,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
85,Otu297,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
86,Otu156,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
87,Otu97,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
88,Otu106,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
89,Otu81,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
90,Otu82,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
91,Otu248,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
92,Otu85,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
93,Otu102,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
94,Otu101,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
95,Otu388,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
96,Otu157,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
97,Otu204,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
98,Otu185,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
99,Otu117,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
100,Otu313,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
101,Otu171,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
102,Otu1786,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
103,Otu147,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
104,Otu340,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
105,Otu286,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
106,Otu231,18,4,Soil near roots,WT,0.030201342,0.030252101,-1.519973755,4Soil near rootsWT,596
107,Otu259,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
108,Otu308,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
109,Otu752,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
110,Otu365,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
111,Otu112,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
112,Otu11219,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
113,Otu413,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
114,Otu168,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
115,Otu303,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
116,Otu304,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
117,Otu191,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
118,Otu347,32,4,Soil near roots,WT,0.053691275,0.053781513,-1.270096281,4Soil near rootsWT,596
119,Otu374,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
120,Otu8564,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
121,Otu208,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
122,Otu155,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
123,Otu120,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
124,Otu154,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
125,Otu241,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
126,Otu212,32,4,Soil near roots,WT,0.053691275,0.053781513,-1.270096281,4Soil near rootsWT,596
127,Otu173,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
128,Otu606,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
129,Otu361,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
130,Otu125,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
131,Otu511,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
132,Otu432,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
133,Otu392,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
134,Otu281,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
135,Otu4383,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
136,Otu375,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
137,Otu135,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
138,Otu292,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
139,Otu1067,20,4,Soil near roots,WT,0.033557047,0.033613445,-1.474216264,4Soil near rootsWT,596
140,Otu260,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
141,Otu584,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
142,Otu272,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
143,Otu4057,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
144,Otu262,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
145,Otu178,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
146,Otu360,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
147,Otu604,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
148,Otu206,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
149,Otu412,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
150,Otu194,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
151,Otu391,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
152,Otu158,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
153,Otu219,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
154,Otu192,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
155,Otu498,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
156,Otu335,28,4,Soil near roots,WT,0.046979866,0.047058824,-1.328088228,4Soil near rootsWT,596
157,Otu8921,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
158,Otu734,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
159,Otu348,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
160,Otu332,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
161,Otu3229,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
162,Otu339,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
163,Otu271,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
164,Otu315,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
165,Otu434,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
166,Otu211,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
167,Otu229,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
168,Otu357,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
169,Otu577,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
170,Otu209,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
171,Otu1211,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
172,Otu362,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
173,Otu846,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
174,Otu9521,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
175,Otu202,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
176,Otu552,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
177,Otu215,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
178,Otu502,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
179,Otu479,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
180,Otu12720,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
181,Otu299,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
182,Otu548,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
183,Otu10871,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
184,Otu11847,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
185,Otu551,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
186,Otu3002,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
187,Otu407,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
188,Otu274,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
189,Otu761,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
190,Otu488,18,4,Soil near roots,WT,0.030201342,0.030252101,-1.519973755,4Soil near rootsWT,596
191,Otu331,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
192,Otu275,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
193,Otu266,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
194,Otu1521,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
195,Otu326,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
196,Otu311,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
197,Otu404,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
198,Otu585,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
199,Otu254,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
200,Otu555,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
201,Otu1202,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
202,Otu1414,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
203,Otu1467,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
204,Otu483,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
205,Otu751,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
206,Otu486,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
207,Otu12704,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
208,Otu973,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
209,Otu287,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
210,Otu406,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
211,Otu8804,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
212,Otu16854,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
213,Otu744,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
214,Otu921,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
215,Otu317,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
216,Otu936,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
217,Otu462,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
218,Otu16010,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
219,Otu9549,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
220,Otu603,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
221,Otu509,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
222,Otu722,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
223,Otu298,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
224,Otu466,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
225,Otu327,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
226,Otu15569,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
227,Otu675,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
228,Otu876,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
229,Otu456,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
230,Otu570,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
231,Otu3551,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
232,Otu791,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
233,Otu3926,38,4,Soil near roots,WT,0.063758389,0.063865546,-1.195462663,4Soil near rootsWT,596
234,Otu473,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
235,Otu1005,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
236,Otu943,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
237,Otu310,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
238,Otu500,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
239,Otu1301,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
240,Otu1529,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
241,Otu10532,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
242,Otu775,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
243,Otu522,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
244,Otu793,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
245,Otu667,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
246,Otu1825,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
247,Otu364,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
248,Otu401,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
249,Otu540,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
250,Otu637,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
251,Otu950,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
252,Otu569,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
253,Otu6409,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
254,Otu14441,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
255,Otu513,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
256,Otu295,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
257,Otu353,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
258,Otu341,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
259,Otu5299,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
260,Otu615,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
261,Otu640,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
262,Otu330,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
