,OTU_ID,Closeness_RAW,Date,Sample_type,Genotype,CLose_log,combine
3499,Otu286,5.95E-06,13,Soil near roots,RNAi,-5.225779513,13Soil near rootsRNAi
3500,Otu451,5.88E-06,13,Soil near roots,RNAi,-5.230321169,13Soil near rootsRNAi
3501,Otu259,5.90E-06,13,Soil near roots,RNAi,-5.229095392,13Soil near rootsRNAi
3502,Otu685,5.80E-06,13,Soil near roots,RNAi,-5.236449084,13Soil near rootsRNAi
3503,Otu752,5.94E-06,13,Soil near roots,RNAi,-5.226213121,13Soil near rootsRNAi
3504,Otu365,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3505,Otu112,5.85E-06,13,Soil near roots,RNAi,-5.232762392,13Soil near rootsRNAi
3506,Otu213,5.84E-06,13,Soil near roots,RNAi,-5.233328688,13Soil near rootsRNAi
3507,Otu2197,5.86E-06,13,Soil near roots,RNAi,-5.232124107,13Soil near rootsRNAi
3508,Otu293,5.92E-06,13,Soil near roots,RNAi,-5.22778133,13Soil near rootsRNAi
3509,Otu14745,2.00E-06,13,Soil near roots,RNAi,-5.698842303,13Soil near rootsRNAi
3510,Otu11219,5.88E-06,13,Soil near roots,RNAi,-5.230497457,13Soil near rootsRNAi
3511,Otu359,5.93E-06,13,Soil near roots,RNAi,-5.22704042,13Soil near rootsRNAi
3512,Otu534,2.08E-06,13,Soil near roots,RNAi,-5.682543975,13Soil near rootsRNAi
3513,Otu267,5.93E-06,13,Soil near roots,RNAi,-5.226782863,13Soil near rootsRNAi
3514,Otu168,2.00E-06,13,Soil near roots,RNAi,-5.698837959,13Soil near rootsRNAi
3515,Otu165,5.87E-06,13,Soil near roots,RNAi,-5.231637771,13Soil near rootsRNAi
3516,Otu303,5.90E-06,13,Soil near roots,RNAi,-5.22930804,13Soil near rootsRNAi
3517,Otu453,5.88E-06,13,Soil near roots,RNAi,-5.230928935,13Soil near rootsRNAi
3518,Otu191,5.95E-06,13,Soil near roots,RNAi,-5.225192937,13Soil near rootsRNAi
3519,Otu181,5.92E-06,13,Soil near roots,RNAi,-5.227655362,13Soil near rootsRNAi
3520,Otu347,5.93E-06,13,Soil near roots,RNAi,-5.226599905,13Soil near rootsRNAi
3521,Otu864,1.99E-06,13,Soil near roots,RNAi,-5.70129247,13Soil near rootsRNAi
3522,Otu325,5.89E-06,13,Soil near roots,RNAi,-5.230149922,13Soil near rootsRNAi
3523,Otu824,5.95E-06,13,Soil near roots,RNAi,-5.225412673,13Soil near rootsRNAi
3524,Otu8564,5.93E-06,13,Soil near roots,RNAi,-5.226728757,13Soil near rootsRNAi
3525,Otu208,5.88E-06,13,Soil near roots,RNAi,-5.230946797,13Soil near rootsRNAi
3526,Otu155,5.91E-06,13,Soil near roots,RNAi,-5.228354155,13Soil near rootsRNAi
3527,Otu241,2.00E-06,13,Soil near roots,RNAi,-5.698217154,13Soil near rootsRNAi
3528,Otu212,5.97E-06,13,Soil near roots,RNAi,-5.22398629,13Soil near rootsRNAi
3529,Otu384,2.08E-06,13,Soil near roots,RNAi,-5.682558407,13Soil near rootsRNAi
3530,Otu16744,5.95E-06,13,Soil near roots,RNAi,-5.225743359,13Soil near rootsRNAi
3531,Otu173,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3532,Otu606,5.90E-06,13,Soil near roots,RNAi,-5.229156891,13Soil near rootsRNAi
3533,Otu257,5.93E-06,13,Soil near roots,RNAi,-5.226599905,13Soil near rootsRNAi
3534,Otu511,5.84E-06,13,Soil near roots,RNAi,-5.23354181,13Soil near rootsRNAi
3535,Otu352,5.78E-06,13,Soil near roots,RNAi,-5.237980829,13Soil near rootsRNAi
3536,Otu432,5.92E-06,13,Soil near roots,RNAi,-5.227639935,13Soil near rootsRNAi
3537,Otu392,2.08E-06,13,Soil near roots,RNAi,-5.68259088,13Soil near rootsRNAi
3538,Otu281,2.02E-06,13,Soil near roots,RNAi,-5.694514821,13Soil near rootsRNAi
3539,Otu1618,5.83E-06,13,Soil near roots,RNAi,-5.234534999,13Soil near rootsRNAi
3540,Otu4383,5.88E-06,13,Soil near roots,RNAi,-5.230908519,13Soil near rootsRNAi
3541,Otu375,1.99E-06,13,Soil near roots,RNAi,-5.700681223,13Soil near rootsRNAi
3542,Otu135,5.72E-06,13,Soil near roots,RNAi,-5.242685507,13Soil near rootsRNAi
3543,Otu170,5.85E-06,13,Soil near roots,RNAi,-5.23290467,13Soil near rootsRNAi
3544,Otu292,5.86E-06,13,Soil near roots,RNAi,-5.23214701,13Soil near rootsRNAi
3545,Otu1067,1.99E-06,13,Soil near roots,RNAi,-5.700678628,13Soil near rootsRNAi
3546,Otu260,5.89E-06,13,Soil near roots,RNAi,-5.229720228,13Soil near rootsRNAi
3547,Otu1784,1.99E-06,13,Soil near roots,RNAi,-5.700679493,13Soil near rootsRNAi
3548,Otu349,5.89E-06,13,Soil near roots,RNAi,-5.230234276,13Soil near rootsRNAi
3549,Otu272,5.91E-06,13,Soil near roots,RNAi,-5.228146176,13Soil near rootsRNAi
3550,Otu538,5.77E-06,13,Soil near roots,RNAi,-5.239124224,13Soil near rootsRNAi
3551,Otu17027,5.89E-06,13,Soil near roots,RNAi,-5.230027196,13Soil near rootsRNAi
3552,Otu152,5.79E-06,13,Soil near roots,RNAi,-5.237299882,13Soil near rootsRNAi
3553,Otu433,1.99E-06,13,Soil near roots,RNAi,-5.700069115,13Soil near rootsRNAi
3554,Otu342,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3555,Otu243,5.91E-06,13,Soil near roots,RNAi,-5.22820781,13Soil near rootsRNAi
3556,Otu206,5.82E-06,13,Soil near roots,RNAi,-5.235237978,13Soil near rootsRNAi
3557,Otu412,5.91E-06,13,Soil near roots,RNAi,-5.228356722,13Soil near rootsRNAi
3558,Otu194,5.90E-06,13,Soil near roots,RNAi,-5.229364387,13Soil near rootsRNAi
3559,Otu391,5.81E-06,13,Soil near roots,RNAi,-5.235854046,13Soil near rootsRNAi
3560,Otu158,2.08E-06,13,Soil near roots,RNAi,-5.682580056,13Soil near rootsRNAi
3561,Otu219,5.88E-06,13,Soil near roots,RNAi,-5.230515338,13Soil near rootsRNAi
3562,Otu9406,5.83E-06,13,Soil near roots,RNAi,-5.234676698,13Soil near rootsRNAi
3563,Otu335,5.94E-06,13,Soil near roots,RNAi,-5.226187323,13Soil near rootsRNAi
3564,Otu734,5.92E-06,13,Soil near roots,RNAi,-5.227840446,13Soil near rootsRNAi
3565,Otu12632,5.85E-06,13,Soil near roots,RNAi,-5.232526005,13Soil near rootsRNAi
3566,Otu189,5.87E-06,13,Soil near roots,RNAi,-5.231461944,13Soil near rootsRNAi
3567,Otu398,5.83E-06,13,Soil near roots,RNAi,-5.234646338,13Soil near rootsRNAi
3568,Otu332,5.82E-06,13,Soil near roots,RNAi,-5.234894217,13Soil near rootsRNAi
3569,Otu2224,2.02E-06,13,Soil near roots,RNAi,-5.694515699,13Soil near rootsRNAi
3570,Otu3229,5.93E-06,13,Soil near roots,RNAi,-5.226903934,13Soil near rootsRNAi
3571,Otu337,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3572,Otu6891,2.08E-06,13,Soil near roots,RNAi,-5.682587272,13Soil near rootsRNAi
3573,Otu778,5.85E-06,13,Soil near roots,RNAi,-5.232536175,13Soil near rootsRNAi
3574,Otu237,5.89E-06,13,Soil near roots,RNAi,-5.230004181,13Soil near rootsRNAi
3575,Otu229,5.82E-06,13,Soil near roots,RNAi,-5.234914446,13Soil near rootsRNAi
3576,Otu14411,1.99E-06,13,Soil near roots,RNAi,-5.700680358,13Soil near rootsRNAi
3577,Otu357,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3578,Otu577,5.94E-06,13,Soil near roots,RNAi,-5.226442654,13Soil near rootsRNAi
3579,Otu209,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3580,Otu1861,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3581,Otu554,5.97E-06,13,Soil near roots,RNAi,-5.224030368,13Soil near rootsRNAi
3582,Otu1211,2.03E-06,13,Soil near roots,RNAi,-5.693300357,13Soil near rootsRNAi
3583,Otu362,2.03E-06,13,Soil near roots,RNAi,-5.693300357,13Soil near rootsRNAi
3584,Otu1930,5.84E-06,13,Soil near roots,RNAi,-5.233244933,13Soil near rootsRNAi
3585,Otu1123,5.86E-06,13,Soil near roots,RNAi,-5.232297121,13Soil near rootsRNAi
3586,Otu343,5.84E-06,13,Soil near roots,RNAi,-5.233239856,13Soil near rootsRNAi
3587,Otu1070,2.08E-06,13,Soil near roots,RNAi,-5.68257284,13Soil near rootsRNAi
3588,Otu9521,5.95E-06,13,Soil near roots,RNAi,-5.225526375,13Soil near rootsRNAi
3589,Otu202,5.88E-06,13,Soil near roots,RNAi,-5.23040038,13Soil near rootsRNAi
3590,Otu9202,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3591,Otu255,5.96E-06,13,Soil near roots,RNAi,-5.224903233,13Soil near rootsRNAi
3592,Otu514,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3593,Otu12720,5.92E-06,13,Soil near roots,RNAi,-5.227896984,13Soil near rootsRNAi
3594,Otu299,5.94E-06,13,Soil near roots,RNAi,-5.226171843,13Soil near rootsRNAi
3595,Otu548,5.89E-06,13,Soil near roots,RNAi,-5.2301218,13Soil near rootsRNAi
3596,Otu551,5.82E-06,13,Soil near roots,RNAi,-5.23490686,13Soil near rootsRNAi
3597,Otu3002,5.90E-06,13,Soil near roots,RNAi,-5.229338775,13Soil near rootsRNAi
3598,Otu16975,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3599,Otu240,2.08E-06,13,Soil near roots,RNAi,-5.682592684,13Soil near rootsRNAi
3600,Otu253,5.88E-06,13,Soil near roots,RNAi,-5.23078856,13Soil near rootsRNAi
3601,Otu390,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3602,Otu761,5.83E-06,13,Soil near roots,RNAi,-5.234545122,13Soil near rootsRNAi
3603,Otu488,5.89E-06,13,Soil near roots,RNAi,-5.229996509,13Soil near rootsRNAi
3604,Otu13794,5.96E-06,13,Soil near roots,RNAi,-5.225073975,13Soil near rootsRNAi
3605,Otu266,5.93E-06,13,Soil near roots,RNAi,-5.22677771,13Soil near rootsRNAi
3606,Otu1521,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3607,Otu323,5.84E-06,13,Soil near roots,RNAi,-5.233676226,13Soil near rootsRNAi
3608,Otu1806,5.88E-06,13,Soil near roots,RNAi,-5.230903415,13Soil near rootsRNAi
3609,Otu389,5.93E-06,13,Soil near roots,RNAi,-5.226728757,13Soil near rootsRNAi
3610,Otu254,5.88E-06,13,Soil near roots,RNAi,-5.230369719,13Soil near rootsRNAi
3611,Otu555,2.00E-06,13,Soil near roots,RNAi,-5.698222375,13Soil near rootsRNAi
3612,Otu264,5.79E-06,13,Soil near roots,RNAi,-5.23731497,13Soil near rootsRNAi
3613,Otu294,5.87E-06,13,Soil near roots,RNAi,-5.231194246,13Soil near rootsRNAi
3614,Otu244,5.95E-06,13,Soil near roots,RNAi,-5.225779513,13Soil near rootsRNAi
3615,Otu285,1.99E-06,13,Soil near roots,RNAi,-5.700067382,13Soil near rootsRNAi
3616,Otu1467,5.93E-06,13,Soil near roots,RNAi,-5.227037845,13Soil near rootsRNAi
3617,Otu483,5.84E-06,13,Soil near roots,RNAi,-5.233823275,13Soil near rootsRNAi
3618,Otu472,1.99E-06,13,Soil near roots,RNAi,-5.701904584,13Soil near rootsRNAi
3619,Otu751,5.81E-06,13,Soil near roots,RNAi,-5.235884322,13Soil near rootsRNAi
3620,Otu486,5.88E-06,13,Soil near roots,RNAi,-5.230734951,13Soil near rootsRNAi
3621,Otu4516,5.94E-06,13,Soil near roots,RNAi,-5.226424606,13Soil near rootsRNAi
3622,Otu394,5.73E-06,13,Soil near roots,RNAi,-5.241506635,13Soil near rootsRNAi
3623,Otu12704,5.84E-06,13,Soil near roots,RNAi,-5.233625508,13Soil near rootsRNAi
3624,Otu507,5.96E-06,13,Soil near roots,RNAi,-5.224846305,13Soil near rootsRNAi
3625,Otu2513,5.84E-06,13,Soil near roots,RNAi,-5.233863832,13Soil near rootsRNAi
3626,Otu269,5.85E-06,13,Soil near roots,RNAi,-5.232536175,13Soil near rootsRNAi
3627,Otu744,5.89E-06,13,Soil near roots,RNAi,-5.229950474,13Soil near rootsRNAi
3628,Otu921,5.94E-06,13,Soil near roots,RNAi,-5.226053149,13Soil near rootsRNAi
3629,Otu805,5.73E-06,13,Soil near roots,RNAi,-5.241506635,13Soil near rootsRNAi
3630,Otu247,5.85E-06,13,Soil near roots,RNAi,-5.23289959,13Soil near rootsRNAi
3631,Otu654,5.92E-06,13,Soil near roots,RNAi,-5.227894414,13Soil near rootsRNAi
3632,Otu465,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3633,Otu4425,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3634,Otu317,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3635,Otu936,5.83E-06,13,Soil near roots,RNAi,-5.234519814,13Soil near rootsRNAi
3636,Otu462,5.85E-06,13,Soil near roots,RNAi,-5.232909751,13Soil near rootsRNAi
3637,Otu9549,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3638,Otu1590,5.90E-06,13,Soil near roots,RNAi,-5.229226067,13Soil near rootsRNAi
3639,Otu603,5.86E-06,13,Soil near roots,RNAi,-5.232103748,13Soil near rootsRNAi
3640,Otu509,5.88E-06,13,Soil near roots,RNAi,-5.230525555,13Soil near rootsRNAi
3641,Otu589,5.82E-06,13,Soil near roots,RNAi,-5.234757648,13Soil near rootsRNAi
3642,Otu817,5.84E-06,13,Soil near roots,RNAi,-5.233475855,13Soil near rootsRNAi
3643,Otu368,5.87E-06,13,Soil near roots,RNAi,-5.231433907,13Soil near rootsRNAi
3644,Otu561,2.08E-06,13,Soil near roots,RNAi,-5.682592684,13Soil near rootsRNAi
3645,Otu298,5.80E-06,13,Soil near roots,RNAi,-5.236449084,13Soil near rootsRNAi
3646,Otu466,5.88E-06,13,Soil near roots,RNAi,-5.230959556,13Soil near rootsRNAi
3647,Otu327,5.89E-06,13,Soil near roots,RNAi,-5.229796991,13Soil near rootsRNAi
3648,Otu15569,5.94E-06,13,Soil near roots,RNAi,-5.225934422,13Soil near rootsRNAi
3649,Otu1350,5.88E-06,13,Soil near roots,RNAi,-5.230954452,13Soil near rootsRNAi
3650,Otu675,5.87E-06,13,Soil near roots,RNAi,-5.231209548,13Soil near rootsRNAi
3651,Otu876,1.99E-06,13,Soil near roots,RNAi,-5.701294198,13Soil near rootsRNAi
3652,Otu570,5.84E-06,13,Soil near roots,RNAi,-5.233222088,13Soil near rootsRNAi
3653,Otu380,5.86E-06,13,Soil near roots,RNAi,-5.232393776,13Soil near rootsRNAi
3654,Otu280,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3655,Otu1660,5.90E-06,13,Soil near roots,RNAi,-5.228849308,13Soil near rootsRNAi
3656,Otu3551,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3657,Otu3926,2.08E-06,13,Soil near roots,RNAi,-5.682588174,13Soil near rootsRNAi
3658,Otu473,5.87E-06,13,Soil near roots,RNAi,-5.231120281,13Soil near rootsRNAi
3659,Otu310,5.94E-06,13,Soil near roots,RNAi,-5.226550932,13Soil near rootsRNAi
3660,Otu1301,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3661,Otu439,5.81E-06,13,Soil near roots,RNAi,-5.236121409,13Soil near rootsRNAi
3662,Otu605,5.75E-06,13,Soil near roots,RNAi,-5.240339538,13Soil near rootsRNAi
3663,Otu775,5.85E-06,13,Soil near roots,RNAi,-5.232559056,13Soil near rootsRNAi
3664,Otu506,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3665,Otu385,2.00E-06,13,Soil near roots,RNAi,-5.698220635,13Soil near rootsRNAi
3666,Otu289,5.73E-06,13,Soil near roots,RNAi,-5.241506635,13Soil near rootsRNAi
3667,Otu793,5.90E-06,13,Soil near roots,RNAi,-5.228980058,13Soil near rootsRNAi
3668,Otu667,1.99E-06,13,Soil near roots,RNAi,-5.701904584,13Soil near rootsRNAi
3669,Otu1825,5.89E-06,13,Soil near roots,RNAi,-5.229712552,13Soil near rootsRNAi
3670,Otu364,5.91E-06,13,Soil near roots,RNAi,-5.228644132,13Soil near rootsRNAi
3671,Otu582,5.89E-06,13,Soil near roots,RNAi,-5.229996509,13Soil near rootsRNAi
3672,Otu401,5.91E-06,13,Soil near roots,RNAi,-5.228369557,13Soil near rootsRNAi
3673,Otu680,5.90E-06,13,Soil near roots,RNAi,-5.229187638,13Soil near rootsRNAi
3674,Otu1017,5.79E-06,13,Soil near roots,RNAi,-5.237330057,13Soil near rootsRNAi
3675,Otu14441,5.89E-06,13,Soil near roots,RNAi,-5.229564104,13Soil near rootsRNAi
3676,Otu422,5.90E-06,13,Soil near roots,RNAi,-5.229169703,13Soil near rootsRNAi
3677,Otu523,2.00E-06,13,Soil near roots,RNAi,-5.698223245,13Soil near rootsRNAi
3678,Otu650,1.99E-06,13,Soil near roots,RNAi,-5.701904584,13Soil near rootsRNAi
3679,Otu7326,5.95E-06,13,Soil near roots,RNAi,-5.225753689,13Soil near rootsRNAi
3680,Otu821,5.83E-06,13,Soil near roots,RNAi,-5.234514753,13Soil near rootsRNAi
3681,Otu2894,2.08E-06,13,Soil near roots,RNAi,-5.682594488,13Soil near rootsRNAi
3682,Otu336,5.92E-06,13,Soil near roots,RNAi,-5.227812174,13Soil near rootsRNAi
3683,Otu690,1.99E-06,13,Soil near roots,RNAi,-5.700681223,13Soil near rootsRNAi
3684,Otu330,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3685,Otu547,5.87E-06,13,Soil near roots,RNAi,-5.231362533,13Soil near rootsRNAi
3686,Otu688,5.87E-06,13,Soil near roots,RNAi,-5.231176394,13Soil near rootsRNAi
3687,Otu3449,5.87E-06,13,Soil near roots,RNAi,-5.231296246,13Soil near rootsRNAi
3688,Otu647,5.87E-06,13,Soil near roots,RNAi,-5.231574074,13Soil near rootsRNAi
3689,Otu748,5.87E-06,13,Soil near roots,RNAi,-5.231563881,13Soil near rootsRNAi
3690,Otu503,2.08E-06,13,Soil near roots,RNAi,-5.682576448,13Soil near rootsRNAi
3691,Otu568,1.99E-06,13,Soil near roots,RNAi,-5.700678628,13Soil near rootsRNAi
3692,Otu16680,5.89E-06,13,Soil near roots,RNAi,-5.229599941,13Soil near rootsRNAi
3693,Otu477,5.94E-06,13,Soil near roots,RNAi,-5.226550932,13Soil near rootsRNAi
3694,Otu386,5.95E-06,13,Soil near roots,RNAi,-5.225800171,13Soil near rootsRNAi
3695,Otu527,5.89E-06,13,Soil near roots,RNAi,-5.230190823,13Soil near rootsRNAi
3696,Otu431,5.92E-06,13,Soil near roots,RNAi,-5.227411033,13Soil near rootsRNAi
3697,Otu1887,5.84E-06,13,Soil near roots,RNAi,-5.23354181,13Soil near rootsRNAi
3698,Otu455,2.00E-06,13,Soil near roots,RNAi,-5.698837959,13Soil near rootsRNAi
3699,Otu673,5.89E-06,13,Soil near roots,RNAi,-5.230208716,13Soil near rootsRNAi
3700,Otu5809,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3701,Otu898,2.03E-06,13,Soil near roots,RNAi,-5.693273956,13Soil near rootsRNAi
3702,Otu333,5.91E-06,13,Soil near roots,RNAi,-5.228148744,13Soil near rootsRNAi
3703,Otu442,2.03E-06,13,Soil near roots,RNAi,-5.693296837,13Soil near rootsRNAi
3704,Otu383,5.88E-06,13,Soil near roots,RNAi,-5.230497457,13Soil near rootsRNAi
3705,Otu1832,2.00E-06,13,Soil near roots,RNAi,-5.69883709,13Soil near rootsRNAi
3706,Otu402,5.87E-06,13,Soil near roots,RNAi,-5.231314093,13Soil near rootsRNAi
3707,Otu747,5.82E-06,13,Soil near roots,RNAi,-5.235058549,13Soil near rootsRNAi
3708,Otu457,5.85E-06,13,Soil near roots,RNAi,-5.232498037,13Soil near rootsRNAi
3709,Otu541,5.78E-06,13,Soil near roots,RNAi,-5.237978318,13Soil near rootsRNAi
3710,Otu445,5.89E-06,13,Soil near roots,RNAi,-5.229553864,13Soil near rootsRNAi
3711,Otu344,5.84E-06,13,Soil near roots,RNAi,-5.233470781,13Soil near rootsRNAi
3712,Otu461,2.03E-06,13,Soil near roots,RNAi,-5.693289797,13Soil near rootsRNAi
3713,Otu586,1.99E-06,13,Soil near roots,RNAi,-5.70129247,13Soil near rootsRNAi
3714,Otu587,5.89E-06,13,Soil near roots,RNAi,-5.229584582,13Soil near rootsRNAi
3715,Otu646,5.83E-06,13,Soil near roots,RNAi,-5.234679228,13Soil near rootsRNAi
3716,Otu611,5.93E-06,13,Soil near roots,RNAi,-5.226811202,13Soil near rootsRNAi
3717,Otu6755,5.87E-06,13,Soil near roots,RNAi,-5.23142881,13Soil near rootsRNAi
3718,Otu836,5.89E-06,13,Soil near roots,RNAi,-5.229587142,13Soil near rootsRNAi
3719,Otu1879,5.72E-06,13,Soil near roots,RNAi,-5.242695441,13Soil near rootsRNAi
3720,Otu926,5.80E-06,13,Soil near roots,RNAi,-5.236879725,13Soil near rootsRNAi
3721,Otu811,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3722,Otu15731,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3723,Otu710,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3724,Otu8416,5.94E-06,13,Soil near roots,RNAi,-5.226241497,13Soil near rootsRNAi
3725,Otu494,5.92E-06,13,Soil near roots,RNAi,-5.227632221,13Soil near rootsRNAi
3726,Otu408,5.77E-06,13,Soil near roots,RNAi,-5.239159281,13Soil near rootsRNAi
3727,Otu356,5.86E-06,13,Soil near roots,RNAi,-5.232024847,13Soil near rootsRNAi
3728,Otu845,1.99E-06,13,Soil near roots,RNAi,-5.700682088,13Soil near rootsRNAi
3729,Otu468,5.89E-06,13,Soil near roots,RNAi,-5.229717669,13Soil near rootsRNAi
3730,Otu801,5.92E-06,13,Soil near roots,RNAi,-5.22744962,13Soil near rootsRNAi
3731,Otu366,5.84E-06,13,Soil near roots,RNAi,-5.233696512,13Soil near rootsRNAi
3732,Otu944,5.92E-06,13,Soil near roots,RNAi,-5.22777619,13Soil near rootsRNAi
3733,Otu1233,2.02E-06,13,Soil near roots,RNAi,-5.694509556,13Soil near rootsRNAi
3734,Otu1078,2.00E-06,13,Soil near roots,RNAi,-5.698847516,13Soil near rootsRNAi
3735,Otu370,5.86E-06,13,Soil near roots,RNAi,-5.232215711,13Soil near rootsRNAi
3736,Otu487,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3737,Otu12436,5.83E-06,13,Soil near roots,RNAi,-5.234603324,13Soil near rootsRNAi
3738,Otu852,1.99E-06,13,Soil near roots,RNAi,-5.70129247,13Soil near rootsRNAi
3739,Otu2913,1.99E-06,13,Soil near roots,RNAi,-5.700682954,13Soil near rootsRNAi
3740,Otu702,5.89E-06,13,Soil near roots,RNAi,-5.229587142,13Soil near rootsRNAi
3741,Otu1850,5.92E-06,13,Soil near roots,RNAi,-5.227375015,13Soil near rootsRNAi
3742,Otu959,5.84E-06,13,Soil near roots,RNAi,-5.233843554,13Soil near rootsRNAi
3743,Otu626,5.88E-06,13,Soil near roots,RNAi,-5.230806428,13Soil near rootsRNAi
3744,Otu756,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3745,Otu940,5.87E-06,13,Soil near roots,RNAi,-5.231479785,13Soil near rootsRNAi
3746,Otu743,5.92E-06,13,Soil near roots,RNAi,-5.227930389,13Soil near rootsRNAi
3747,Otu705,2.03E-06,13,Soil near roots,RNAi,-5.693283637,13Soil near rootsRNAi
3748,Otu1054,5.96E-06,13,Soil near roots,RNAi,-5.224799721,13Soil near rootsRNAi
3749,Otu1523,5.82E-06,13,Soil near roots,RNAi,-5.235326402,13Soil near rootsRNAi
3750,Otu460,2.08E-06,13,Soil near roots,RNAi,-5.682621546,13Soil near rootsRNAi
3751,Otu583,5.90E-06,13,Soil near roots,RNAi,-5.22888264,13Soil near rootsRNAi
3752,Otu854,1.99E-06,13,Soil near roots,RNAi,-5.700070847,13Soil near rootsRNAi
3753,Otu818,1.99E-06,13,Soil near roots,RNAi,-5.701904584,13Soil near rootsRNAi
3754,Otu426,5.73E-06,13,Soil near roots,RNAi,-5.241506635,13Soil near rootsRNAi
3755,Otu731,1.99E-06,13,Soil near roots,RNAi,-5.700069115,13Soil near rootsRNAi
3756,Otu677,5.94E-06,13,Soil near roots,RNAi,-5.226354982,13Soil near rootsRNAi
3757,Otu536,5.88E-06,13,Soil near roots,RNAi,-5.230944245,13Soil near rootsRNAi
3758,Otu5192,2.02E-06,13,Soil near roots,RNAi,-5.694501658,13Soil near rootsRNAi
3759,Otu1021,5.91E-06,13,Soil near roots,RNAi,-5.228361856,13Soil near rootsRNAi
3760,Otu888,5.89E-06,13,Soil near roots,RNAi,-5.229996509,13Soil near rootsRNAi
3761,Otu424,2.03E-06,13,Soil near roots,RNAi,-5.693286277,13Soil near rootsRNAi
3762,Otu556,5.92E-06,13,Soil near roots,RNAi,-5.227539644,13Soil near rootsRNAi
3763,Otu446,5.96E-06,13,Soil near roots,RNAi,-5.224657351,13Soil near rootsRNAi
3764,Otu648,5.91E-06,13,Soil near roots,RNAi,-5.228644132,13Soil near rootsRNAi
3765,Otu436,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3766,Otu6679,2.00E-06,13,Soil near roots,RNAi,-5.698842303,13Soil near rootsRNAi
3767,Otu659,5.77E-06,13,Soil near roots,RNAi,-5.239154273,13Soil near rootsRNAi
3768,Otu769,5.95E-06,13,Soil near roots,RNAi,-5.225141219,13Soil near rootsRNAi
3769,Otu925,1.99E-06,13,Soil near roots,RNAi,-5.700065649,13Soil near rootsRNAi
3770,Otu1400,5.95E-06,13,Soil near roots,RNAi,-5.22520328,13Soil near rootsRNAi
3771,Otu526,5.87E-06,13,Soil near roots,RNAi,-5.231110078,13Soil near rootsRNAi
3772,Otu4128,1.99E-06,13,Soil near roots,RNAi,-5.701293334,13Soil near rootsRNAi
3773,Otu764,2.00E-06,13,Soil near roots,RNAi,-5.698223245,13Soil near rootsRNAi
3774,Otu914,1.98E-06,13,Soil near roots,RNAi,-5.702516697,13Soil near rootsRNAi
3775,Otu695,5.96E-06,13,Soil near roots,RNAi,-5.225014482,13Soil near rootsRNAi
3776,Otu528,1.99E-06,13,Soil near roots,RNAi,-5.701905447,13Soil near rootsRNAi
3777,Otu484,5.93E-06,13,Soil near roots,RNAi,-5.226865298,13Soil near rootsRNAi
3778,Otu709,5.80E-06,13,Soil near roots,RNAi,-5.236824345,13Soil near rootsRNAi
3779,Otu863,5.83E-06,13,Soil near roots,RNAi,-5.23443882,13Soil near rootsRNAi
3780,Otu788,1.99E-06,13,Soil near roots,RNAi,-5.701904584,13Soil near rootsRNAi
3781,Otu3338,5.90E-06,13,Soil near roots,RNAi,-5.22907489,13Soil near rootsRNAi
