,OTU_ID,Closeness_RAW,Date,Sample_type,Genotype,CLose_log,combine
1,Otu3,1.07E-05,4,Soil near roots,WT,-4.970667596,4Soil near rootsWT
2,Otu12,1.05E-05,4,Soil near roots,WT,-4.979789582,4Soil near rootsWT
3,Otu15,1.04E-05,4,Soil near roots,WT,-4.984018463,4Soil near rootsWT
4,Otu9,1.07E-05,4,Soil near roots,WT,-4.972087073,4Soil near rootsWT
5,Otu14,1.04E-05,4,Soil near roots,WT,-4.981320173,4Soil near rootsWT
6,Otu40,1.07E-05,4,Soil near roots,WT,-4.972128752,4Soil near rootsWT
7,Otu24,1.07E-05,4,Soil near roots,WT,-4.970411969,4Soil near rootsWT
8,Otu68,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
9,Otu26,1.05E-05,4,Soil near roots,WT,-4.978714494,4Soil near rootsWT
10,Otu16,1.06E-05,4,Soil near roots,WT,-4.97627201,4Soil near rootsWT
11,Otu10,1.06E-05,4,Soil near roots,WT,-4.973224866,4Soil near rootsWT
12,Otu19,2.85E-06,4,Soil near roots,WT,-5.545373926,4Soil near rootsWT
13,Otu44,1.06E-05,4,Soil near roots,WT,-4.973995575,4Soil near rootsWT
14,Otu71,1.05E-05,4,Soil near roots,WT,-4.978381406,4Soil near rootsWT
15,Otu65,1.07E-05,4,Soil near roots,WT,-4.971924949,4Soil near rootsWT
16,Otu29,1.04E-05,4,Soil near roots,WT,-4.981628364,4Soil near rootsWT
17,Otu1055,1.05E-05,4,Soil near roots,WT,-4.979338916,4Soil near rootsWT
18,Otu159,1.07E-05,4,Soil near roots,WT,-4.971568064,4Soil near rootsWT
19,Otu20,1.05E-05,4,Soil near roots,WT,-4.979812331,4Soil near rootsWT
20,Otu54,2.84E-06,4,Soil near roots,WT,-5.546113092,4Soil near rootsWT
21,Otu77,1.03E-05,4,Soil near roots,WT,-4.987272898,4Soil near rootsWT
22,Otu69,1.07E-05,4,Soil near roots,WT,-4.972323202,4Soil near rootsWT
23,Otu48,1.05E-05,4,Soil near roots,WT,-4.979616655,4Soil near rootsWT
24,Otu116,1.04E-05,4,Soil near roots,WT,-4.983720983,4Soil near rootsWT
25,Otu87,1.04E-05,4,Soil near roots,WT,-4.983269866,4Soil near rootsWT
26,Otu49,1.04E-05,4,Soil near roots,WT,-4.981438037,4Soil near rootsWT
27,Otu37,1.07E-05,4,Soil near roots,WT,-4.971721051,4Soil near rootsWT
28,Otu32,1.05E-05,4,Soil near roots,WT,-4.978928813,4Soil near rootsWT
29,Otu238,1.04E-05,4,Soil near roots,WT,-4.981243092,4Soil near rootsWT
30,Otu105,1.07E-05,4,Soil near roots,WT,-4.969932844,4Soil near rootsWT
31,Otu430,1.07E-05,4,Soil near roots,WT,-4.971860083,4Soil near rootsWT
32,Otu33,1.06E-05,4,Soil near roots,WT,-4.975178971,4Soil near rootsWT
33,Otu425,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
34,Otu99,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
35,Otu200,1.05E-05,4,Soil near roots,WT,-4.978116578,4Soil near rootsWT
36,Otu35,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
37,Otu64,2.85E-06,4,Soil near roots,WT,-5.545378874,4Soil near rootsWT
38,Otu60,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
39,Otu61,1.06E-05,4,Soil near roots,WT,-4.97586359,4Soil near rootsWT
40,Otu42,2.87E-06,4,Soil near roots,WT,-5.542441984,4Soil near rootsWT
41,Otu250,1.06E-05,4,Soil near roots,WT,-4.973215628,4Soil near rootsWT
42,Otu184,1.06E-05,4,Soil near roots,WT,-4.973931017,4Soil near rootsWT
43,Otu58,2.84E-06,4,Soil near roots,WT,-5.546113092,4Soil near rootsWT
44,Otu9870,2.84E-06,4,Soil near roots,WT,-5.546115562,4Soil near rootsWT
45,Otu115,1.05E-05,4,Soil near roots,WT,-4.976831243,4Soil near rootsWT
46,Otu80,1.04E-05,4,Soil near roots,WT,-4.981623833,4Soil near rootsWT
47,Otu70,1.02E-05,4,Soil near roots,WT,-4.992942132,4Soil near rootsWT
48,Otu141,1.06E-05,4,Soil near roots,WT,-4.974198409,4Soil near rootsWT
49,Otu196,1.05E-05,4,Soil near roots,WT,-4.977796743,4Soil near rootsWT
50,Otu265,1.02E-05,4,Soil near roots,WT,-4.990995573,4Soil near rootsWT
51,Otu161,1.03E-05,4,Soil near roots,WT,-4.989102599,4Soil near rootsWT
52,Otu62,1.04E-05,4,Soil near roots,WT,-4.983256325,4Soil near rootsWT
53,Otu148,1.04E-05,4,Soil near roots,WT,-4.983387202,4Soil near rootsWT
54,Otu47,1.06E-05,4,Soil near roots,WT,-4.97402785,4Soil near rootsWT
55,Otu57,1.03E-05,4,Soil near roots,WT,-4.987232648,4Soil near rootsWT
56,Otu2357,1.06E-05,4,Soil near roots,WT,-4.975666126,4Soil near rootsWT
57,Otu118,1.05E-05,4,Soil near roots,WT,-4.979320697,4Soil near rootsWT
58,Otu149,1.07E-05,4,Soil near roots,WT,-4.969909572,4Soil near rootsWT
59,Otu94,1.07E-05,4,Soil near roots,WT,-4.971934215,4Soil near rootsWT
60,Otu100,1.06E-05,4,Soil near roots,WT,-4.973492692,4Soil near rootsWT
61,Otu963,1.04E-05,4,Soil near roots,WT,-4.984576816,4Soil near rootsWT
62,Otu832,1.06E-05,4,Soil near roots,WT,-4.972651717,4Soil near rootsWT
63,Otu197,1.05E-05,4,Soil near roots,WT,-4.976973228,4Soil near rootsWT
64,Otu88,1.07E-05,4,Soil near roots,WT,-4.970142235,4Soil near rootsWT
65,Otu166,1.03E-05,4,Soil near roots,WT,-4.985161415,4Soil near rootsWT
66,Otu72,1.06E-05,4,Soil near roots,WT,-4.975739612,4Soil near rootsWT
67,Otu122,1.04E-05,4,Soil near roots,WT,-4.98153321,4Soil near rootsWT
68,Otu145,1.06E-05,4,Soil near roots,WT,-4.973981742,4Soil near rootsWT
69,Otu96,2.87E-06,4,Soil near roots,WT,-5.542430774,4Soil near rootsWT
70,Otu111,1.07E-05,4,Soil near roots,WT,-4.971020579,4Soil near rootsWT
71,Otu1821,1.05E-05,4,Soil near roots,WT,-4.979001748,4Soil near rootsWT
72,Otu193,1.04E-05,4,Soil near roots,WT,-4.983585697,4Soil near rootsWT
73,Otu56,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
74,Otu107,2.83E-06,4,Soil near roots,WT,-5.54830464,4Soil near rootsWT
75,Otu183,1.05E-05,4,Soil near roots,WT,-4.979434551,4Soil near rootsWT
76,Otu176,2.83E-06,4,Soil near roots,WT,-5.547574121,4Soil near rootsWT
77,Otu144,1.05E-05,4,Soil near roots,WT,-4.980489691,4Soil near rootsWT
78,Otu296,1.06E-05,4,Soil near roots,WT,-4.975955404,4Soil near rootsWT
79,Otu190,1.04E-05,4,Soil near roots,WT,-4.981637425,4Soil near rootsWT
80,Otu1410,1.06E-05,4,Soil near roots,WT,-4.975698278,4Soil near rootsWT
81,Otu1257,1.07E-05,4,Soil near roots,WT,-4.970848768,4Soil near rootsWT
82,Otu132,2.83E-06,4,Soil near roots,WT,-5.548303411,4Soil near rootsWT
83,Otu242,1.05E-05,4,Soil near roots,WT,-4.977115167,4Soil near rootsWT
84,Otu162,1.02E-05,4,Soil near roots,WT,-4.991000006,4Soil near rootsWT
85,Otu297,1.04E-05,4,Soil near roots,WT,-4.981034449,4Soil near rootsWT
86,Otu156,1.05E-05,4,Soil near roots,WT,-4.979639412,4Soil near rootsWT
87,Otu97,1.06E-05,4,Soil near roots,WT,-4.975532902,4Soil near rootsWT
88,Otu106,1.05E-05,4,Soil near roots,WT,-4.97725706,4Soil near rootsWT
89,Otu81,2.84E-06,4,Soil near roots,WT,-5.546108152,4Soil near rootsWT
90,Otu82,1.04E-05,4,Soil near roots,WT,-4.983441346,4Soil near rootsWT
91,Otu248,2.85E-06,4,Soil near roots,WT,-5.545377637,4Soil near rootsWT
92,Otu85,1.06E-05,4,Soil near roots,WT,-4.975247941,4Soil near rootsWT
93,Otu102,1.06E-05,4,Soil near roots,WT,-4.973954075,4Soil near rootsWT
94,Otu101,1.04E-05,4,Soil near roots,WT,-4.981025375,4Soil near rootsWT
95,Otu388,1.06E-05,4,Soil near roots,WT,-4.975666126,4Soil near rootsWT
96,Otu157,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
97,Otu204,1.06E-05,4,Soil near roots,WT,-4.973349564,4Soil near rootsWT
98,Otu185,1.05E-05,4,Soil near roots,WT,-4.97688621,4Soil near rootsWT
99,Otu117,1.02E-05,4,Soil near roots,WT,-4.991070943,4Soil near rootsWT
100,Otu313,2.87E-06,4,Soil near roots,WT,-5.542429528,4Soil near rootsWT
101,Otu171,1.06E-05,4,Soil near roots,WT,-4.97579931,4Soil near rootsWT
102,Otu1786,1.04E-05,4,Soil near roots,WT,-4.983815658,4Soil near rootsWT
103,Otu147,1.06E-05,4,Soil near roots,WT,-4.975712056,4Soil near rootsWT
104,Otu340,1.06E-05,4,Soil near roots,WT,-4.973289529,4Soil near rootsWT
105,Otu286,1.04E-05,4,Soil near roots,WT,-4.981949917,4Soil near rootsWT
106,Otu231,1.05E-05,4,Soil near roots,WT,-4.979780483,4Soil near rootsWT
107,Otu259,1.04E-05,4,Soil near roots,WT,-4.982745983,4Soil near rootsWT
108,Otu308,1.07E-05,4,Soil near roots,WT,-4.971934215,4Soil near rootsWT
109,Otu752,1.07E-05,4,Soil near roots,WT,-4.970834835,4Soil near rootsWT
110,Otu365,2.85E-06,4,Soil near roots,WT,-5.54538506,4Soil near rootsWT
111,Otu112,1.05E-05,4,Soil near roots,WT,-4.977133478,4Soil near rootsWT
112,Otu11219,1.04E-05,4,Soil near roots,WT,-4.981428971,4Soil near rootsWT
113,Otu413,1.06E-05,4,Soil near roots,WT,-4.976721286,4Soil near rootsWT
114,Otu168,1.05E-05,4,Soil near roots,WT,-4.980194328,4Soil near rootsWT
115,Otu303,1.06E-05,4,Soil near roots,WT,-4.976294943,4Soil near rootsWT
116,Otu304,2.84E-06,4,Soil near roots,WT,-5.546108152,4Soil near rootsWT
117,Otu191,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
118,Otu347,1.07E-05,4,Soil near roots,WT,-4.970816256,4Soil near rootsWT
119,Otu374,1.04E-05,4,Soil near roots,WT,-4.982153596,4Soil near rootsWT
120,Otu8564,1.05E-05,4,Soil near roots,WT,-4.978299235,4Soil near rootsWT
121,Otu208,1.03E-05,4,Soil near roots,WT,-4.986520935,4Soil near rootsWT
122,Otu155,1.06E-05,4,Soil near roots,WT,-4.975757981,4Soil near rootsWT
123,Otu120,2.88E-06,4,Soil near roots,WT,-5.540208056,4Soil near rootsWT
124,Otu154,1.05E-05,4,Soil near roots,WT,-4.980739456,4Soil near rootsWT
125,Otu241,1.04E-05,4,Soil near roots,WT,-4.984653308,4Soil near rootsWT
126,Otu212,1.07E-05,4,Soil near roots,WT,-4.9708209,4Soil near rootsWT
127,Otu173,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
128,Otu606,1.05E-05,4,Soil near roots,WT,-4.977568146,4Soil near rootsWT
129,Otu361,1.07E-05,4,Soil near roots,WT,-4.972452787,4Soil near rootsWT
130,Otu125,1.02E-05,4,Soil near roots,WT,-4.991150732,4Soil near rootsWT
131,Otu511,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
132,Otu432,1.07E-05,4,Soil near roots,WT,-4.971878617,4Soil near rootsWT
133,Otu392,1.05E-05,4,Soil near roots,WT,-4.977952121,4Soil near rootsWT
134,Otu281,1.06E-05,4,Soil near roots,WT,-4.973926406,4Soil near rootsWT
135,Otu4383,1.07E-05,4,Soil near roots,WT,-4.97188325,4Soil near rootsWT
136,Otu375,1.06E-05,4,Soil near roots,WT,-4.974677458,4Soil near rootsWT
137,Otu135,2.83E-06,4,Soil near roots,WT,-5.54830464,4Soil near rootsWT
138,Otu292,2.83E-06,4,Soil near roots,WT,-5.54830464,4Soil near rootsWT
139,Otu1067,1.07E-05,4,Soil near roots,WT,-4.972114859,4Soil near rootsWT
140,Otu260,1.06E-05,4,Soil near roots,WT,-4.976239901,4Soil near rootsWT
141,Otu584,1.05E-05,4,Soil near roots,WT,-4.980639567,4Soil near rootsWT
142,Otu272,2.87E-06,4,Soil near roots,WT,-5.542433265,4Soil near rootsWT
143,Otu4057,1.06E-05,4,Soil near roots,WT,-4.976721286,4Soil near rootsWT
144,Otu262,1.05E-05,4,Soil near roots,WT,-4.97924326,4Soil near rootsWT
145,Otu178,1.02E-05,4,Soil near roots,WT,-4.99118619,4Soil near rootsWT
146,Otu360,1.06E-05,4,Soil near roots,WT,-4.975197364,4Soil near rootsWT
147,Otu604,1.06E-05,4,Soil near roots,WT,-4.97446103,4Soil near rootsWT
148,Otu206,1.06E-05,4,Soil near roots,WT,-4.974843159,4Soil near rootsWT
149,Otu412,1.06E-05,4,Soil near roots,WT,-4.976537964,4Soil near rootsWT
150,Otu194,1.06E-05,4,Soil near roots,WT,-4.973575777,4Soil near rootsWT
151,Otu391,1.06E-05,4,Soil near roots,WT,-4.975266331,4Soil near rootsWT
152,Otu158,2.88E-06,4,Soil near roots,WT,-5.540221827,4Soil near rootsWT
153,Otu219,1.07E-05,4,Soil near roots,WT,-4.971122705,4Soil near rootsWT
154,Otu192,1.03E-05,4,Soil near roots,WT,-4.98914713,4Soil near rootsWT
155,Otu498,1.06E-05,4,Soil near roots,WT,-4.973875674,4Soil near rootsWT
156,Otu335,1.07E-05,4,Soil near roots,WT,-4.971721051,4Soil near rootsWT
157,Otu8921,1.06E-05,4,Soil near roots,WT,-4.975238746,4Soil near rootsWT
158,Otu734,1.03E-05,4,Soil near roots,WT,-4.989209465,4Soil near rootsWT
159,Otu348,2.87E-06,4,Soil near roots,WT,-5.542439493,4Soil near rootsWT
160,Otu332,1.06E-05,4,Soil near roots,WT,-4.97530311,4Soil near rootsWT
161,Otu3229,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
162,Otu339,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
163,Otu271,1.04E-05,4,Soil near roots,WT,-4.98376156,4Soil near rootsWT
164,Otu315,1.04E-05,4,Soil near roots,WT,-4.98291767,4Soil near rootsWT
165,Otu434,1.06E-05,4,Soil near roots,WT,-4.973589623,4Soil near rootsWT
166,Otu211,1.03E-05,4,Soil near roots,WT,-4.986529895,4Soil near rootsWT
167,Otu229,1.05E-05,4,Soil near roots,WT,-4.980739456,4Soil near rootsWT
168,Otu357,1.06E-05,4,Soil near roots,WT,-4.975275526,4Soil near rootsWT
169,Otu577,1.05E-05,4,Soil near roots,WT,-4.980866555,4Soil near rootsWT
170,Otu209,1.04E-05,4,Soil near roots,WT,-4.983202158,4Soil near rootsWT
171,Otu1211,1.03E-05,4,Soil near roots,WT,-4.987125294,4Soil near rootsWT
172,Otu362,1.04E-05,4,Soil near roots,WT,-4.98323827,4Soil near rootsWT
173,Otu846,2.84E-06,4,Soil near roots,WT,-5.546109387,4Soil near rootsWT
174,Otu9521,1.05E-05,4,Soil near roots,WT,-4.977773889,4Soil near rootsWT
175,Otu202,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
176,Otu552,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
177,Otu215,1.03E-05,4,Soil near roots,WT,-4.987572426,4Soil near rootsWT
178,Otu502,1.04E-05,4,Soil near roots,WT,-4.981365509,4Soil near rootsWT
179,Otu479,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
180,Otu12720,1.04E-05,4,Soil near roots,WT,-4.981660077,4Soil near rootsWT
181,Otu299,1.06E-05,4,Soil near roots,WT,-4.973640388,4Soil near rootsWT
182,Otu548,1.07E-05,4,Soil near roots,WT,-4.970751223,4Soil near rootsWT
183,Otu10871,1.06E-05,4,Soil near roots,WT,-4.975073195,4Soil near rootsWT
184,Otu11847,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
185,Otu551,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
186,Otu3002,1.07E-05,4,Soil near roots,WT,-4.970844124,4Soil near rootsWT
187,Otu407,2.83E-06,4,Soil near roots,WT,-5.547571659,4Soil near rootsWT
188,Otu274,1.06E-05,4,Soil near roots,WT,-4.973340329,4Soil near rootsWT
189,Otu761,2.87E-06,4,Soil near roots,WT,-5.542427037,4Soil near rootsWT
190,Otu488,1.06E-05,4,Soil near roots,WT,-4.97331262,4Soil near rootsWT
191,Otu331,2.87E-06,4,Soil near roots,WT,-5.542441984,4Soil near rootsWT
192,Otu275,2.84E-06,4,Soil near roots,WT,-5.546114327,4Soil near rootsWT
193,Otu266,1.05E-05,4,Soil near roots,WT,-4.979001748,4Soil near rootsWT
194,Otu1521,1.05E-05,4,Soil near roots,WT,-4.979461871,4Soil near rootsWT
195,Otu326,2.83E-06,4,Soil near roots,WT,-5.54830464,4Soil near rootsWT
196,Otu311,1.06E-05,4,Soil near roots,WT,-4.975987534,4Soil near rootsWT
197,Otu404,2.83E-06,4,Soil near roots,WT,-5.54830464,4Soil near rootsWT
198,Otu585,1.04E-05,4,Soil near roots,WT,-4.983594717,4Soil near rootsWT
199,Otu254,1.06E-05,4,Soil near roots,WT,-4.972697967,4Soil near rootsWT
200,Otu555,2.83E-06,4,Soil near roots,WT,-5.548303411,4Soil near rootsWT
201,Otu1202,1.06E-05,4,Soil near roots,WT,-4.975261734,4Soil near rootsWT
202,Otu1414,1.03E-05,4,Soil near roots,WT,-4.985102991,4Soil near rootsWT
203,Otu1467,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
204,Otu483,1.07E-05,4,Soil near roots,WT,-4.971549516,4Soil near rootsWT
205,Otu751,1.06E-05,4,Soil near roots,WT,-4.974976595,4Soil near rootsWT
206,Otu486,2.87E-06,4,Soil near roots,WT,-5.542441984,4Soil near rootsWT
207,Otu12704,1.06E-05,4,Soil near roots,WT,-4.973857225,4Soil near rootsWT
208,Otu973,1.06E-05,4,Soil near roots,WT,-4.973926406,4Soil near rootsWT
209,Otu287,1.06E-05,4,Soil near roots,WT,-4.972725714,4Soil near rootsWT
210,Otu406,1.05E-05,4,Soil near roots,WT,-4.978550263,4Soil near rootsWT
211,Otu8804,1.05E-05,4,Soil near roots,WT,-4.980162508,4Soil near rootsWT
212,Otu16854,1.03E-05,4,Soil near roots,WT,-4.989093693,4Soil near rootsWT
213,Otu744,2.83E-06,4,Soil near roots,WT,-5.547574121,4Soil near rootsWT
214,Otu921,1.07E-05,4,Soil near roots,WT,-4.970955578,4Soil near rootsWT
215,Otu317,1.07E-05,4,Soil near roots,WT,-4.971790572,4Soil near rootsWT
216,Otu936,1.05E-05,4,Soil near roots,WT,-4.978573077,4Soil near rootsWT
217,Otu462,1.04E-05,4,Soil near roots,WT,-4.981583055,4Soil near rootsWT
218,Otu16010,1.04E-05,4,Soil near roots,WT,-4.981528679,4Soil near rootsWT
219,Otu9549,2.84E-06,4,Soil near roots,WT,-5.546105682,4Soil near rootsWT
220,Otu603,1.05E-05,4,Soil near roots,WT,-4.977796743,4Soil near rootsWT
221,Otu509,1.06E-05,4,Soil near roots,WT,-4.972813569,4Soil near rootsWT
222,Otu722,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
223,Otu298,1.07E-05,4,Soil near roots,WT,-4.971716416,4Soil near rootsWT
224,Otu466,2.85E-06,4,Soil near roots,WT,-5.5453764,4Soil near rootsWT
225,Otu327,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
226,Otu15569,1.06E-05,4,Soil near roots,WT,-4.975868182,4Soil near rootsWT
227,Otu675,1.04E-05,4,Soil near roots,WT,-4.984221174,4Soil near rootsWT
228,Otu876,1.07E-05,4,Soil near roots,WT,-4.970825545,4Soil near rootsWT
229,Otu456,1.03E-05,4,Soil near roots,WT,-4.985237805,4Soil near rootsWT
230,Otu570,1.04E-05,4,Soil near roots,WT,-4.983305973,4Soil near rootsWT
231,Otu3551,1.07E-05,4,Soil near roots,WT,-4.970960221,4Soil near rootsWT
232,Otu791,1.04E-05,4,Soil near roots,WT,-4.981773319,4Soil near rootsWT
233,Otu3926,1.07E-05,4,Soil near roots,WT,-4.971971276,4Soil near rootsWT
234,Otu473,1.04E-05,4,Soil near roots,WT,-4.982108342,4Soil near rootsWT
235,Otu1005,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
236,Otu943,1.06E-05,4,Soil near roots,WT,-4.973474227,4Soil near rootsWT
237,Otu310,1.04E-05,4,Soil near roots,WT,-4.981750673,4Soil near rootsWT
238,Otu500,1.05E-05,4,Soil near roots,WT,-4.979452765,4Soil near rootsWT
239,Otu1301,1.06E-05,4,Soil near roots,WT,-4.974244494,4Soil near rootsWT
240,Otu1529,1.07E-05,4,Soil near roots,WT,-4.972198208,4Soil near rootsWT
241,Otu10532,1.06E-05,4,Soil near roots,WT,-4.972679467,4Soil near rootsWT
242,Otu775,1.05E-05,4,Soil near roots,WT,-4.979252371,4Soil near rootsWT
243,Otu522,1.06E-05,4,Soil near roots,WT,-4.976405008,4Soil near rootsWT
244,Otu793,1.06E-05,4,Soil near roots,WT,-4.975215756,4Soil near rootsWT
245,Otu667,1.06E-05,4,Soil near roots,WT,-4.97560641,4Soil near rootsWT
246,Otu1825,1.07E-05,4,Soil near roots,WT,-4.972364858,4Soil near rootsWT
247,Otu364,1.05E-05,4,Soil near roots,WT,-4.977842449,4Soil near rootsWT
248,Otu401,1.07E-05,4,Soil near roots,WT,-4.97191105,4Soil near rootsWT
249,Otu540,1.06E-05,4,Soil near roots,WT,-4.975275526,4Soil near rootsWT
250,Otu637,1.04E-05,4,Soil near roots,WT,-4.983039616,4Soil near rootsWT
251,Otu950,1.07E-05,4,Soil near roots,WT,-4.97163761,4Soil near rootsWT
252,Otu569,1.05E-05,4,Soil near roots,WT,-4.977307398,4Soil near rootsWT
253,Otu6409,2.88E-06,4,Soil near roots,WT,-5.540235597,4Soil near rootsWT
254,Otu14441,1.02E-05,4,Soil near roots,WT,-4.992964202,4Soil near rootsWT
255,Otu513,1.05E-05,4,Soil near roots,WT,-4.980644108,4Soil near rootsWT
256,Otu295,2.87E-06,4,Soil near roots,WT,-5.542430774,4Soil near rootsWT
257,Otu353,1.02E-05,4,Soil near roots,WT,-4.993118661,4Soil near rootsWT
258,Otu341,1.07E-05,4,Soil near roots,WT,-4.972105597,4Soil near rootsWT
259,Otu5299,1.06E-05,4,Soil near roots,WT,-4.975546686,4Soil near rootsWT
260,Otu615,1.06E-05,4,Soil near roots,WT,-4.975063996,4Soil near rootsWT
261,Otu640,1.06E-05,4,Soil near roots,WT,-4.972795075,4Soil near rootsWT
262,Otu330,1.05E-05,4,Soil near roots,WT,-4.977453802,4Soil near rootsWT
263,Otu688,1.06E-05,4,Soil near roots,WT,-4.972956874,4Soil near rootsWT
264,Otu726,1.06E-05,4,Soil near roots,WT,-4.973751127,4Soil near rootsWT
265,Otu588,1.06E-05,4,Soil near roots,WT,-4.973266436,4Soil near rootsWT
266,Otu748,2.83E-06,4,Soil near roots,WT,-5.547574121,4Soil near rootsWT
267,Otu503,1.04E-05,4,Soil near roots,WT,-4.982596832,4Soil near rootsWT
268,Otu600,1.04E-05,4,Soil near roots,WT,-4.981474296,4Soil near rootsWT
269,Otu458,1.03E-05,4,Soil near roots,WT,-4.988509906,4Soil near rootsWT
270,Otu397,1.02E-05,4,Soil near roots,WT,-4.993118661,4Soil near rootsWT
271,Otu448,1.07E-05,4,Soil near roots,WT,-4.97040732,4Soil near rootsWT
272,Otu478,1.06E-05,4,Soil near roots,WT,-4.97394024,4Soil near rootsWT
273,Otu329,1.07E-05,4,Soil near roots,WT,-4.970188753,4Soil near rootsWT
274,Otu431,1.04E-05,4,Soil near roots,WT,-4.981510552,4Soil near rootsWT
275,Otu673,1.07E-05,4,Soil near roots,WT,-4.972526818,4Soil near rootsWT
276,Otu632,1.06E-05,4,Soil near roots,WT,-4.973215628,4Soil near rootsWT
277,Otu1008,2.88E-06,4,Soil near roots,WT,-5.54022433,4Soil near rootsWT
278,Otu898,2.87E-06,4,Soil near roots,WT,-5.542430774,4Soil near rootsWT
279,Otu442,2.83E-06,4,Soil near roots,WT,-5.547571659,4Soil near rootsWT
280,Otu480,1.07E-05,4,Soil near roots,WT,-4.972415766,4Soil near rootsWT
281,Otu747,1.07E-05,4,Soil near roots,WT,-4.972147275,4Soil near rootsWT
282,Otu457,1.03E-05,4,Soil near roots,WT,-4.985161415,4Soil near rootsWT
283,Otu541,1.05E-05,4,Soil near roots,WT,-4.978842186,4Soil near rootsWT
284,Otu586,1.06E-05,4,Soil near roots,WT,-4.975362867,4Soil near rootsWT
285,Otu847,1.05E-05,4,Soil near roots,WT,-4.976968649,4Soil near rootsWT
286,Otu730,1.05E-05,4,Soil near roots,WT,-4.977526985,4Soil near rootsWT
287,Otu6755,2.83E-06,4,Soil near roots,WT,-5.54757289,4Soil near rootsWT
288,Otu836,1.07E-05,4,Soil near roots,WT,-4.971948113,4Soil near rootsWT
289,Otu926,2.88E-06,4,Soil near roots,WT,-5.540208056,4Soil near rootsWT
290,Otu8898,1.06E-05,4,Soil near roots,WT,-4.973691147,4Soil near rootsWT
291,Otu1009,1.07E-05,4,Soil near roots,WT,-4.97180911,4Soil near rootsWT
292,Otu437,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
293,Otu783,1.06E-05,4,Soil near roots,WT,-4.973169433,4Soil near rootsWT
294,Otu972,1.07E-05,4,Soil near roots,WT,-4.972369487,4Soil near rootsWT
295,Otu932,2.83E-06,4,Soil near roots,WT,-5.54830464,4Soil near rootsWT
296,Otu801,1.07E-05,4,Soil near roots,WT,-4.970542125,4Soil near rootsWT
297,Otu1233,1.07E-05,4,Soil near roots,WT,-4.972258395,4Soil near rootsWT
298,Otu370,2.82E-06,4,Soil near roots,WT,-5.549033931,4Soil near rootsWT
299,Otu12436,2.87E-06,4,Soil near roots,WT,-5.542440738,4Soil near rootsWT
300,Otu418,1.06E-05,4,Soil near roots,WT,-4.972804322,4Soil near rootsWT
301,Otu1324,1.04E-05,4,Soil near roots,WT,-4.984338253,4Soil near rootsWT
302,Otu959,2.88E-06,4,Soil near roots,WT,-5.540215567,4Soil near rootsWT
303,Otu940,1.06E-05,4,Soil near roots,WT,-4.973695761,4Soil near rootsWT
304,Otu705,1.06E-05,4,Soil near roots,WT,-4.973035441,4Soil near rootsWT
305,Otu3263,1.05E-05,4,Soil near roots,WT,-4.980694055,4Soil near rootsWT
306,Otu1523,2.85E-06,4,Soil near roots,WT,-5.545373926,4Soil near rootsWT
307,Otu583,1.06E-05,4,Soil near roots,WT,-4.976258249,4Soil near rootsWT
308,Otu818,1.07E-05,4,Soil near roots,WT,-4.971864716,4Soil near rootsWT
309,Otu426,2.85E-06,4,Soil near roots,WT,-5.545375163,4Soil near rootsWT
310,Otu731,2.85E-06,4,Soil near roots,WT,-5.545378874,4Soil near rootsWT
311,Otu677,1.07E-05,4,Soil near roots,WT,-4.970751223,4Soil near rootsWT
312,Otu4049,1.05E-05,4,Soil near roots,WT,-4.979803232,4Soil near rootsWT
313,Otu11246,1.05E-05,4,Soil near roots,WT,-4.980339763,4Soil near rootsWT
314,Otu1100,1.06E-05,4,Soil near roots,WT,-4.974525509,4Soil near rootsWT
315,Otu6679,1.06E-05,4,Soil near roots,WT,-4.975992123,4Soil near rootsWT
316,Otu692,2.88E-06,4,Soil near roots,WT,-5.540240604,4Soil near rootsWT
