,OTU_ID,Bet_RAW,Date,Sample_type,Genotype,Betweenness_log,combine
361,Otu782,1330.694495,4,Soil near roots,WT,3.124110996,4Soil near rootsWT
362,Otu1460,0,4,Soil near roots,WT,-1,4Soil near rootsWT
363,Otu1231,0,4,Soil near roots,WT,-1,4Soil near rootsWT
364,Otu1259,15800.59387,4,Soil near roots,WT,4.198676159,4Soil near rootsWT
365,Otu887,1231.368773,4,Soil near roots,WT,3.090423404,4Soil near rootsWT
366,Otu891,0,4,Soil near roots,WT,-1,4Soil near rootsWT
367,Otu539,3586.326013,4,Soil near roots,WT,3.554661876,4Soil near rootsWT
368,Otu962,1849.112866,4,Soil near roots,WT,3.266986906,4Soil near rootsWT
369,Otu694,0,4,Soil near roots,WT,-1,4Soil near rootsWT
370,Otu1094,0,4,Soil near roots,WT,-1,4Soil near rootsWT
371,Otu2780,0,4,Soil near roots,WT,-1,4Soil near rootsWT
372,Otu661,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
373,Otu1416,5629,4,Soil near roots,WT,3.750438964,4Soil near rootsWT
374,Otu741,0,4,Soil near roots,WT,-1,4Soil near rootsWT
375,Otu772,0,4,Soil near roots,WT,-1,4Soil near rootsWT
376,Otu14640,0,4,Soil near roots,WT,-1,4Soil near rootsWT
377,Otu1393,0,4,Soil near roots,WT,-1,4Soil near rootsWT
378,Otu12144,0,4,Soil near roots,WT,-1,4Soil near rootsWT
379,Otu1027,888,4,Soil near roots,WT,2.94846187,4Soil near rootsWT
380,Otu3512,0,4,Soil near roots,WT,-1,4Soil near rootsWT
381,Otu11100,1333.439228,4,Soil near roots,WT,3.125005796,4Soil near rootsWT
382,Otu979,1,4,Soil near roots,WT,0.041392685,4Soil near rootsWT
383,Otu1166,1331,4,Soil near roots,WT,3.124210683,4Soil near rootsWT
384,Otu7272,0,4,Soil near roots,WT,-1,4Soil near rootsWT
385,Otu3583,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
386,Otu639,3953,4,Soil near roots,WT,3.596937801,4Soil near rootsWT
387,Otu701,0,4,Soil near roots,WT,-1,4Soil near rootsWT
388,Otu1129,38.40241951,4,Soil near roots,WT,1.585488022,4Soil near rootsWT
389,Otu16499,0,4,Soil near roots,WT,-1,4Soil near rootsWT
390,Otu1614,0,4,Soil near roots,WT,-1,4Soil near rootsWT
391,Otu807,4414.713343,4,Soil near roots,WT,3.644912346,4Soil near rootsWT
392,Otu7625,0,4,Soil near roots,WT,-1,4Soil near rootsWT
393,Otu721,0,4,Soil near roots,WT,-1,4Soil near rootsWT
394,Otu4275,1329,4,Soil near roots,WT,3.123557658,4Soil near rootsWT
395,Otu3942,0,4,Soil near roots,WT,-1,4Soil near rootsWT
396,Otu4291,47793,4,Soil near roots,WT,4.679365201,4Soil near rootsWT
397,Otu1204,3.752035887,4,Soil near roots,WT,0.585690324,4Soil near rootsWT
398,Otu9672,3208.438943,4,Soil near roots,WT,3.506307315,4Soil near rootsWT
399,Otu581,0,4,Soil near roots,WT,-1,4Soil near rootsWT
400,Otu725,17.80454545,4,Soil near roots,WT,1.2529633,4Soil near rootsWT
401,Otu862,0.7,4,Soil near roots,WT,-0.096910013,4Soil near rootsWT
402,Otu3524,0,4,Soil near roots,WT,-1,4Soil near rootsWT
403,Otu608,0,4,Soil near roots,WT,-1,4Soil near rootsWT
404,Otu798,23,4,Soil near roots,WT,1.36361198,4Soil near rootsWT
405,Otu2091,1768,4,Soil near roots,WT,3.247506824,4Soil near rootsWT
406,Otu1241,3284.029382,4,Soil near roots,WT,3.516420258,4Soil near rootsWT
407,Otu822,0,4,Soil near roots,WT,-1,4Soil near rootsWT
408,Otu1151,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
409,Otu1060,1116.242285,4,Soil near roots,WT,3.047797375,4Soil near rootsWT
410,Otu1042,29231.78442,4,Soil near roots,WT,4.465856813,4Soil near rootsWT
411,Otu665,0,4,Soil near roots,WT,-1,4Soil near rootsWT
412,Otu754,0,4,Soil near roots,WT,-1,4Soil near rootsWT
413,Otu1045,461.195161,4,Soil near roots,WT,2.663978899,4Soil near rootsWT
414,Otu9392,0,4,Soil near roots,WT,-1,4Soil near rootsWT
415,Otu1370,1794.977168,4,Soil near roots,WT,3.254083123,4Soil near rootsWT
416,Otu1288,0,4,Soil near roots,WT,-1,4Soil near rootsWT
417,Otu982,2082.798427,4,Soil near roots,WT,3.318668092,4Soil near rootsWT
418,Otu1723,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
419,Otu644,10268,4,Soil near roots,WT,4.01149009,4Soil near rootsWT
420,Otu1034,439.3361556,4,Soil near roots,WT,2.642895787,4Soil near rootsWT
421,Otu635,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
422,Otu1106,0,4,Soil near roots,WT,-1,4Soil near rootsWT
423,Otu1635,0,4,Soil near roots,WT,-1,4Soil near rootsWT
424,Otu1238,0,4,Soil near roots,WT,-1,4Soil near rootsWT
425,Otu9257,18346.09524,4,Soil near roots,WT,4.263546011,4Soil near rootsWT
426,Otu11508,0,4,Soil near roots,WT,-1,4Soil near rootsWT
427,Otu3091,4,4,Soil near roots,WT,0.612783857,4Soil near rootsWT
428,Otu1167,276.1934585,4,Soil near roots,WT,2.441370603,4Soil near rootsWT
429,Otu1286,2227.581505,4,Soil near roots,WT,3.347853099,4Soil near rootsWT
430,Otu865,2640,4,Soil near roots,WT,3.421620377,4Soil near rootsWT
431,Otu1239,0,4,Soil near roots,WT,-1,4Soil near rootsWT
432,Otu729,0,4,Soil near roots,WT,-1,4Soil near rootsWT
433,Otu816,4,4,Soil near roots,WT,0.612783857,4Soil near rootsWT
434,Otu707,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
435,Otu933,0,4,Soil near roots,WT,-1,4Soil near rootsWT
436,Otu1325,2934.976728,4,Soil near roots,WT,3.467619459,4Soil near rootsWT
437,Otu948,1704.855088,4,Soil near roots,WT,3.231712943,4Soil near rootsWT
438,Otu1040,0,4,Soil near roots,WT,-1,4Soil near rootsWT
439,Otu682,48.16707224,4,Soil near roots,WT,1.683650956,4Soil near rootsWT
440,Otu16826,0,4,Soil near roots,WT,-1,4Soil near rootsWT
441,Otu1131,0,4,Soil near roots,WT,-1,4Soil near rootsWT
442,Otu2121,313.7579174,4,Soil near roots,WT,2.496733089,4Soil near rootsWT
443,Otu787,660.96146,4,Soil near roots,WT,2.820241838,4Soil near rootsWT
444,Otu1962,2643.532459,4,Soil near roots,WT,3.422201076,4Soil near rootsWT
445,Otu1273,3290.487813,4,Soil near roots,WT,3.517273485,4Soil near rootsWT
446,Otu1568,0,4,Soil near roots,WT,-1,4Soil near rootsWT
447,Otu1261,0,4,Soil near roots,WT,-1,4Soil near rootsWT
448,Otu5591,0,4,Soil near roots,WT,-1,4Soil near rootsWT
449,Otu1159,0,4,Soil near roots,WT,-1,4Soil near rootsWT
450,Otu827,195.6850972,4,Soil near roots,WT,2.291779631,4Soil near rootsWT
451,Otu1143,662.9215611,4,Soil near roots,WT,2.821527652,4Soil near rootsWT
452,Otu6635,0,4,Soil near roots,WT,-1,4Soil near rootsWT
453,Otu13261,0,4,Soil near roots,WT,-1,4Soil near rootsWT
454,Otu779,0,4,Soil near roots,WT,-1,4Soil near rootsWT
455,Otu4472,46445.5,4,Soil near roots,WT,4.666944578,4Soil near rootsWT
456,Otu1138,3062.560219,4,Soil near roots,WT,3.486098817,4Soil near rootsWT
457,Otu2760,183.4873656,4,Soil near roots,WT,2.26384279,4Soil near rootsWT
458,Otu1116,893,4,Soil near roots,WT,2.950900089,4Soil near rootsWT
459,Otu1315,0,4,Soil near roots,WT,-1,4Soil near rootsWT
460,Otu5083,0,4,Soil near roots,WT,-1,4Soil near rootsWT
461,Otu990,0,4,Soil near roots,WT,-1,4Soil near rootsWT
462,Otu3950,1059.584987,4,Soil near roots,WT,3.025176782,4Soil near rootsWT
463,Otu768,39.20424195,4,Soil near roots,WT,1.594439425,4Soil near rootsWT
464,Otu1019,1332.826513,4,Soil near roots,WT,3.124806207,4Soil near rootsWT
465,Otu2127,356.4161809,4,Soil near roots,WT,2.552079246,4Soil near rootsWT
466,Otu9704,25.12215113,4,Soil near roots,WT,1.401782124,4Soil near rootsWT
467,Otu1575,0,4,Soil near roots,WT,-1,4Soil near rootsWT
468,Otu11782,0,4,Soil near roots,WT,-1,4Soil near rootsWT
469,Otu7342,0,4,Soil near roots,WT,-1,4Soil near rootsWT
470,Otu1458,0,4,Soil near roots,WT,-1,4Soil near rootsWT
471,Otu917,0,4,Soil near roots,WT,-1,4Soil near rootsWT
472,Otu987,0,4,Soil near roots,WT,-1,4Soil near rootsWT
473,Otu819,0,4,Soil near roots,WT,-1,4Soil near rootsWT
474,Otu2139,538.7748913,4,Soil near roots,WT,2.731487948,4Soil near rootsWT
475,Otu1255,0,4,Soil near roots,WT,-1,4Soil near rootsWT
476,Otu885,0,4,Soil near roots,WT,-1,4Soil near rootsWT
477,Otu1651,26,4,Soil near roots,WT,1.416640507,4Soil near rootsWT
478,Otu1149,0,4,Soil near roots,WT,-1,4Soil near rootsWT
479,Otu1240,0,4,Soil near roots,WT,-1,4Soil near rootsWT
480,Otu1629,0,4,Soil near roots,WT,-1,4Soil near rootsWT
481,Otu1090,0,4,Soil near roots,WT,-1,4Soil near rootsWT
482,Otu1565,0,4,Soil near roots,WT,-1,4Soil near rootsWT
483,Otu1253,0,4,Soil near roots,WT,-1,4Soil near rootsWT
484,Otu6645,12,4,Soil near roots,WT,1.08278537,4Soil near rootsWT
485,Otu1790,0,4,Soil near roots,WT,-1,4Soil near rootsWT
486,Otu2029,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
487,Otu11378,0,4,Soil near roots,WT,-1,4Soil near rootsWT
488,Otu2792,12,4,Soil near roots,WT,1.08278537,4Soil near rootsWT
489,Otu2136,0,4,Soil near roots,WT,-1,4Soil near rootsWT
490,Otu1080,0,4,Soil near roots,WT,-1,4Soil near rootsWT
491,Otu877,0,4,Soil near roots,WT,-1,4Soil near rootsWT
492,Otu4341,0,4,Soil near roots,WT,-1,4Soil near rootsWT
493,Otu1137,8,4,Soil near roots,WT,0.908485019,4Soil near rootsWT
494,Otu874,0.5,4,Soil near roots,WT,-0.22184875,4Soil near rootsWT
495,Otu868,47120.08333,4,Soil near roots,WT,4.673206972,4Soil near rootsWT
496,Otu1715,0,4,Soil near roots,WT,-1,4Soil near rootsWT
497,Otu1322,791.4355319,4,Soil near roots,WT,2.898470415,4Soil near rootsWT
498,Otu880,0,4,Soil near roots,WT,-1,4Soil near rootsWT
499,Otu904,97,4,Soil near roots,WT,1.98721923,4Soil near rootsWT
500,Otu2061,0,4,Soil near roots,WT,-1,4Soil near rootsWT
501,Otu1335,0,4,Soil near roots,WT,-1,4Soil near rootsWT
502,Otu2887,0,4,Soil near roots,WT,-1,4Soil near rootsWT
503,Otu2053,0,4,Soil near roots,WT,-1,4Soil near rootsWT
504,Otu1816,0,4,Soil near roots,WT,-1,4Soil near rootsWT
505,Otu1661,0,4,Soil near roots,WT,-1,4Soil near rootsWT
506,Otu1236,1322.361828,4,Soil near roots,WT,3.121383145,4Soil near rootsWT
507,Otu908,516.6735501,4,Soil near roots,WT,2.713300277,4Soil near rootsWT
508,Otu1932,0,4,Soil near roots,WT,-1,4Soil near rootsWT
509,Otu1373,0,4,Soil near roots,WT,-1,4Soil near rootsWT
510,Otu1999,0,4,Soil near roots,WT,-1,4Soil near rootsWT
511,Otu1862,0,4,Soil near roots,WT,-1,4Soil near rootsWT
512,Otu2664,276.9702183,4,Soil near roots,WT,2.442589847,4Soil near rootsWT
513,Otu1321,446.0505311,4,Soil near roots,WT,2.649481414,4Soil near rootsWT
514,Otu1111,0,4,Soil near roots,WT,-1,4Soil near rootsWT
515,Otu1522,4,4,Soil near roots,WT,0.612783857,4Soil near rootsWT
516,Otu1041,403.8164927,4,Soil near roots,WT,2.606291587,4Soil near rootsWT
517,Otu6202,1297.719886,4,Soil near roots,WT,3.113214424,4Soil near rootsWT
518,Otu1356,291.5,4,Soil near roots,WT,2.46478752,4Soil near rootsWT
519,Otu1501,21,4,Soil near roots,WT,1.324282455,4Soil near rootsWT
520,Otu1935,1329,4,Soil near roots,WT,3.123557658,4Soil near rootsWT
521,Otu1192,0,4,Soil near roots,WT,-1,4Soil near rootsWT
522,Otu1681,0,4,Soil near roots,WT,-1,4Soil near rootsWT
523,Otu1775,0,4,Soil near roots,WT,-1,4Soil near rootsWT
524,Otu2804,0,4,Soil near roots,WT,-1,4Soil near rootsWT
525,Otu1432,3521,4,Soil near roots,WT,3.546678359,4Soil near rootsWT
526,Otu16168,1,4,Soil near roots,WT,0.041392685,4Soil near rootsWT
527,Otu1732,0,4,Soil near roots,WT,-1,4Soil near rootsWT
528,Otu1878,0,4,Soil near roots,WT,-1,4Soil near rootsWT
529,Otu2368,0.5,4,Soil near roots,WT,-0.22184875,4Soil near rootsWT
530,Otu2052,1.207591442,4,Soil near roots,WT,0.11647207,4Soil near rootsWT
531,Otu2230,307.3614835,4,Soil near roots,WT,2.487790718,4Soil near rootsWT
532,Otu1751,443.8748725,4,Soil near roots,WT,2.647358391,4Soil near rootsWT
533,Otu3617,0,4,Soil near roots,WT,-1,4Soil near rootsWT
534,Otu1449,7,4,Soil near roots,WT,0.851258349,4Soil near rootsWT
535,Otu14667,4,4,Soil near roots,WT,0.612783857,4Soil near rootsWT
536,Otu2301,3947,4,Soil near roots,WT,3.596278129,4Soil near rootsWT
537,Otu4150,0,4,Soil near roots,WT,-1,4Soil near rootsWT
538,Otu1846,0,4,Soil near roots,WT,-1,4Soil near rootsWT
539,Otu1780,0,4,Soil near roots,WT,-1,4Soil near rootsWT
540,Otu2268,3527.654862,4,Soil near roots,WT,3.547498399,4Soil near rootsWT
541,Otu1338,0,4,Soil near roots,WT,-1,4Soil near rootsWT
542,Otu3487,0,4,Soil near roots,WT,-1,4Soil near rootsWT
543,Otu1445,0,4,Soil near roots,WT,-1,4Soil near rootsWT
544,Otu4646,888,4,Soil near roots,WT,2.94846187,4Soil near rootsWT
545,Otu1925,0,4,Soil near roots,WT,-1,4Soil near rootsWT
546,Otu2072,31432.21349,4,Soil near roots,WT,4.497376347,4Soil near rootsWT
547,Otu3513,109.066025,4,Soil near roots,WT,2.038087497,4Soil near rootsWT
548,Otu10740,0,4,Soil near roots,WT,-1,4Soil near rootsWT
549,Otu1366,0,4,Soil near roots,WT,-1,4Soil near rootsWT
550,Otu4171,1,4,Soil near roots,WT,0.041392685,4Soil near rootsWT
551,Otu1274,38.30894471,4,Soil near roots,WT,1.584432375,4Soil near rootsWT
552,Otu1386,1316.613047,4,Soil near roots,WT,3.119491139,4Soil near rootsWT
553,Otu1774,0,4,Soil near roots,WT,-1,4Soil near rootsWT
554,Otu1382,5.23452381,4,Soil near roots,WT,0.727095658,4Soil near rootsWT
555,Otu2273,49.5811481,4,Soil near roots,WT,1.696191624,4Soil near rootsWT
556,Otu2228,0,4,Soil near roots,WT,-1,4Soil near rootsWT
557,Otu2785,0,4,Soil near roots,WT,-1,4Soil near rootsWT
558,Otu2817,0,4,Soil near roots,WT,-1,4Soil near rootsWT
559,Otu14577,0,4,Soil near roots,WT,-1,4Soil near rootsWT
560,Otu2007,0,4,Soil near roots,WT,-1,4Soil near rootsWT
561,Otu10825,97.38445429,4,Soil near roots,WT,1.988935365,4Soil near rootsWT
562,Otu1374,0,4,Soil near roots,WT,-1,4Soil near rootsWT
563,Otu2138,1329,4,Soil near roots,WT,3.123557658,4Soil near rootsWT
564,Otu2028,0,4,Soil near roots,WT,-1,4Soil near rootsWT
565,Otu1771,0,4,Soil near roots,WT,-1,4Soil near rootsWT
566,Otu2214,0,4,Soil near roots,WT,-1,4Soil near rootsWT
567,Otu1897,0,4,Soil near roots,WT,-1,4Soil near rootsWT
568,Otu5603,0,4,Soil near roots,WT,-1,4Soil near rootsWT
569,Otu1427,439,4,Soil near roots,WT,2.642563437,4Soil near rootsWT
570,Otu1697,311.5862805,4,Soil near roots,WT,2.493717686,4Soil near rootsWT
571,Otu1971,172.5412856,4,Soil near roots,WT,2.237144661,4Soil near rootsWT
572,Otu5123,0,4,Soil near roots,WT,-1,4Soil near rootsWT
573,Otu2632,0,4,Soil near roots,WT,-1,4Soil near rootsWT
574,Otu2693,294.5720363,4,Soil near roots,WT,2.469338924,4Soil near rootsWT
575,Otu1735,0,4,Soil near roots,WT,-1,4Soil near rootsWT
576,Otu1480,445,4,Soil near roots,WT,2.648457594,4Soil near rootsWT
577,Otu8843,23.8540737,4,Soil near roots,WT,1.379379381,4Soil near rootsWT
578,Otu1885,1412.593847,4,Soil near roots,WT,3.150048054,4Soil near rootsWT
579,Otu2699,178.537348,4,Soil near roots,WT,2.251972263,4Soil near rootsWT
580,Otu2005,0,4,Soil near roots,WT,-1,4Soil near rootsWT
581,Otu6725,0,4,Soil near roots,WT,-1,4Soil near rootsWT
582,Otu2003,8,4,Soil near roots,WT,0.908485019,4Soil near rootsWT
583,Otu1854,0,4,Soil near roots,WT,-1,4Soil near rootsWT
584,Otu6479,0,4,Soil near roots,WT,-1,4Soil near rootsWT
585,Otu5443,47673,4,Soil near roots,WT,4.678273393,4Soil near rootsWT
586,Otu2310,43.5,4,Soil near roots,WT,1.639486489,4Soil near rootsWT
587,Otu2387,492.2565361,4,Soil near roots,WT,2.692279708,4Soil near rootsWT
588,Otu3162,2177.423152,4,Soil near roots,WT,3.337962781,4Soil near rootsWT
589,Otu2058,0,4,Soil near roots,WT,-1,4Soil near rootsWT
590,Otu1976,0,4,Soil near roots,WT,-1,4Soil near rootsWT
591,Otu1882,2.5,4,Soil near roots,WT,0.414973348,4Soil near rootsWT
592,Otu12676,0,4,Soil near roots,WT,-1,4Soil near rootsWT
593,Otu2440,0,4,Soil near roots,WT,-1,4Soil near rootsWT
594,Otu1956,0,4,Soil near roots,WT,-1,4Soil near rootsWT
595,Otu2719,0,4,Soil near roots,WT,-1,4Soil near rootsWT
596,Otu2200,0,4,Soil near roots,WT,-1,4Soil near rootsWT
597,Otu3,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
598,Otu17,2341.435462,4,Soil near roots,RNAi,3.369500739,4Soil near rootsRNAi
599,Otu4,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
600,Otu12,7192.298832,4,Soil near roots,RNAi,3.856873762,4Soil near rootsRNAi
601,Otu13,1417.764018,4,Soil near roots,RNAi,3.151634581,4Soil near rootsRNAi
602,Otu15,4993.507961,4,Soil near roots,RNAi,3.698414444,4Soil near rootsRNAi
603,Otu9,166.7263725,4,Soil near roots,RNAi,2.222264707,4Soil near rootsRNAi
604,Otu14,5518.895096,4,Soil near roots,RNAi,3.741860008,4Soil near rootsRNAi
605,Otu40,334.9189122,4,Soil near roots,RNAi,2.525069324,4Soil near rootsRNAi
606,Otu25,102.7271289,4,Soil near roots,RNAi,2.01210771,4Soil near rootsRNAi
607,Otu24,1154.403204,4,Soil near roots,RNAi,3.062395143,4Soil near rootsRNAi
608,Otu68,5170.268892,4,Soil near roots,RNAi,3.71352153,4Soil near rootsRNAi
609,Otu26,8292.59126,4,Soil near roots,RNAi,3.918695497,4Soil near rootsRNAi
610,Otu10,4646.166986,4,Soil near roots,RNAi,3.667104162,4Soil near rootsRNAi
611,Otu50,3032.183836,4,Soil near roots,RNAi,3.481769851,4Soil near rootsRNAi
612,Otu18,36687.47796,4,Soil near roots,RNAi,4.564519041,4Soil near rootsRNAi
613,Otu19,7390.018333,4,Soil near roots,RNAi,3.868651393,4Soil near rootsRNAi
614,Otu21,23716.12198,4,Soil near roots,RNAi,4.375045507,4Soil near rootsRNAi
615,Otu71,15669.39019,4,Soil near roots,RNAi,4.195054867,4Soil near rootsRNAi
616,Otu65,2855.008082,4,Soil near roots,RNAi,3.455622553,4Soil near rootsRNAi
617,Otu29,12107.65935,4,Soil near roots,RNAi,4.08306378,4Soil near rootsRNAi
618,Otu1055,1320.099048,4,Soil near roots,RNAi,3.120639415,4Soil near rootsRNAi
619,Otu23,613.0770765,4,Soil near roots,RNAi,2.78758591,4Soil near rootsRNAi
620,Otu159,8004.266381,4,Soil near roots,RNAi,3.903326959,4Soil near rootsRNAi
621,Otu20,2223,4,Soil near roots,RNAi,3.346958999,4Soil near rootsRNAi
622,Otu54,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
623,Otu77,12471.64617,4,Soil near roots,RNAi,4.095927263,4Soil near rootsRNAi
624,Otu69,8930.139187,4,Soil near roots,RNAi,3.950863091,4Soil near rootsRNAi
625,Otu53,2494.639517,4,Soil near roots,RNAi,3.397025206,4Soil near rootsRNAi
626,Otu48,29628.18966,4,Soil near roots,RNAi,4.471706582,4Soil near rootsRNAi
627,Otu116,3852.814683,4,Soil near roots,RNAi,3.585789392,4Soil near rootsRNAi
628,Otu52,2960,4,Soil near roots,RNAi,3.471306383,4Soil near rootsRNAi
629,Otu31,11521.59169,4,Soil near roots,RNAi,4.06151625,4Soil near rootsRNAi
630,Otu87,16675.52632,4,Soil near roots,RNAi,4.222082155,4Soil near rootsRNAi
631,Otu49,7635.875054,4,Soil near roots,RNAi,3.882864501,4Soil near rootsRNAi
632,Otu37,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
633,Otu32,5171,4,Soil near roots,RNAi,3.713582936,4Soil near rootsRNAi
634,Otu238,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
635,Otu105,10610.63791,4,Soil near roots,RNAi,4.025745588,4Soil near rootsRNAi
636,Otu114,267.7929913,4,Soil near roots,RNAi,2.427961352,4Soil near rootsRNAi
637,Otu234,593.9888839,4,Soil near roots,RNAi,2.773851426,4Soil near rootsRNAi
638,Otu113,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
639,Otu33,50888.86614,4,Soil near roots,RNAi,4.706623628,4Soil near rootsRNAi
640,Otu55,3701,4,Soil near roots,RNAi,3.568330819,4Soil near rootsRNAi
641,Otu425,1529.121673,4,Soil near roots,RNAi,3.184470444,4Soil near rootsRNAi
642,Otu41,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
643,Otu200,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
644,Otu124,1987.070394,4,Soil near roots,RNAi,3.298235108,4Soil near rootsRNAi
645,Otu35,11800.05234,4,Soil near roots,RNAi,4.071887614,4Soil near rootsRNAi
646,Otu60,891.3584053,4,Soil near roots,RNAi,2.950101084,4Soil near rootsRNAi
647,Otu61,124.3671744,4,Soil near roots,RNAi,2.09505483,4Soil near rootsRNAi
648,Otu39,926.7412558,4,Soil near roots,RNAi,2.967005357,4Soil near rootsRNAi
649,Otu250,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
650,Otu58,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
651,Otu9870,15365.32006,4,Soil near roots,RNAi,4.186544437,4Soil near rootsRNAi
652,Otu80,4941.831708,4,Soil near roots,RNAi,3.69389674,4Soil near rootsRNAi
653,Otu140,6637.517591,4,Soil near roots,RNAi,3.822012228,4Soil near rootsRNAi
654,Otu109,4269.305086,4,Soil near roots,RNAi,3.630367363,4Soil near rootsRNAi
655,Otu139,1484,4,Soil near roots,RNAi,3.171463165,4Soil near rootsRNAi
656,Otu70,3614.449396,4,Soil near roots,RNAi,3.558054164,4Soil near rootsRNAi
657,Otu141,1824.676547,4,Soil near roots,RNAi,3.26120969,4Soil near rootsRNAi
658,Otu104,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
659,Otu196,5186.921668,4,Soil near roots,RNAi,3.714918062,4Soil near rootsRNAi
660,Otu265,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
661,Otu727,432.2228721,4,Soil near roots,RNAi,2.635808213,4Soil near rootsRNAi
662,Otu161,3612.810219,4,Soil near roots,RNAi,3.557857169,4Soil near rootsRNAi
663,Otu67,4,4,Soil near roots,RNAi,0.612783857,4Soil near rootsRNAi
664,Otu62,137.8089908,4,Soil near roots,RNAi,2.13959258,4Soil near rootsRNAi
665,Otu148,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
666,Otu47,2532.199403,4,Soil near roots,RNAi,3.403515053,4Soil near rootsRNAi
667,Otu57,897.4826149,4,Soil near roots,RNAi,2.953074432,4Soil near rootsRNAi
668,Otu2357,6632.272515,4,Soil near roots,RNAi,3.821668911,4Soil near rootsRNAi
669,Otu149,4238.955907,4,Soil near roots,RNAi,3.627269144,4Soil near rootsRNAi
670,Otu94,9013.71276,4,Soil near roots,RNAi,3.954908532,4Soil near rootsRNAi
